Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
7200	-405.737	-415.4973	9.760331	0.041317	0.0155056	0.014961	0.00269282	0.000458588	0.00136968	0.00265506	0.0270211	0.0106775	0.00630306	0.00723931	0.0123917	0.000932285	0.00761643	0.0202426	0.936723	0.002828	0.00437705	0.0560719	0.2108374	0.00493159	0.205384	0.794616	0.995068	0.0611179	0.255865	0.653597	1.52999	3.90831	16.3618	2.020942	0.241079	0.0904731	0.0872952	0.0157122	0.00267579	0.00799189	0.0154919	0.157664	0.0623016	0.0367775	0.0422403	0.0723041	0.00543975	0.0444408	0.118113	0.1713838	2.448644	0.233493	0.423787	0.576212	0.766508
7236	-409.4857	-421.2912	11.80558	0.0677115	0.00867918	0.0426174	0.00511811	0.00250632	0.00408781	0.00278381	0.0514271	0.0266748	0.0823484	0.0104228	0.0107268	0.0293739	0.0290821	0.0242272	0.744992	0.00341196	0.00253736	0.249059	0.2919753	0.0146866	0.24871	0.75129	0.985313	0.110751	0.341922	0.715474	1.39768	2.92465	9.02924	1.59109	0.17022	0.0218186	0.107136	0.0128664	0.00630067	0.0102764	0.00699823	0.129283	0.0670579	0.207016	0.026202	0.0269661	0.0738432	0.0731097	0.0609048	0.3977872	0.9632887	0.120453	0.372305	0.627695	0.879547
7272	-420.1568	-428.7495	8.592738	0.0122351	0.00107147	0.0125296	0.00011498	0.00134986	0.00113652	0.000458819	0.0294358	0.0213952	0.0230308	0.0100405	0.000895729	0.0107202	0.00790451	0.012606	0.585609	0.282604	0.0156727	0.116115	1.040678	0.129876	0.377804	0.622195	0.870125	0.0377762	0.202351	0.60746	1.6462	4.9419	26.4717	2.368828	0.084424	0.00739325	0.0864556	0.000793375	0.00931417	0.00784214	0.00316591	0.20311	0.147629	0.158915	0.0692805	0.00618063	0.0739707	0.054542	0.0869827	0.1449251	2.427434	0.232505	0.423431	0.576569	0.767495
7308	-411.2317	-422.6856	11.4539	0.205661	0.022601	0.0934778	0.0240766	0.000946372	0.0152819	0.000645582	0.140263	0.0393585	0.0935884	0.116521	0.0949527	0.0203174	0.183565	0.325908	0.736436	0.142309	0.0709101	0.0503448	0.7144322	0.0856033	0.348342	0.651658	0.914397	0.31303	0.567539	0.838014	1.1933	1.76199	3.19458	0.8398129	0.149336	0.0164113	0.067877	0.0174827	0.000687189	0.0110967	0.000468776	0.101849	0.0285794	0.0679573	0.0846097	0.068948	0.014753	0.133292	0.236651	1.377165	0.9626377	0.120371	0.372255	0.627744	0.879629
7344	-412.0684	-421.5908	9.522446	0.0534107	0.0495387	0.0600726	0.00706905	0.00337798	0.0014624	0.0012814	0.0622353	0.000410134	0.0808834	0.0552825	0.0108531	0.0145166	0.0127757	0.0282809	0.765121	0.0613923	0.00272549	0.170761	0.02084189	7.1125e-17	0.0278056	0.971786	1.00041	0.0925123	0.313194	0.69615	1.43647	3.19291	10.8094	1.721203	0.120989	0.112218	0.13608	0.0160132	0.00765201	0.00331272	0.0029027	0.140979	0.00092906	0.183222	0.125229	0.0245852	0.0328839	0.0289402	0.0640635	0.4414504	0.8952451	0.111641	0.366838	0.633162	0.888359
7380	-413.4043	-423.3843	9.980006	0.329432	0.0591656	0.178552	0.00781384	0.00295929	0.00820366	0.00490888	0.0779153	0.181041	0.139907	0.0245555	0.0154539	0.0304924	0.0427098	0.00322151	0.731581	0.0462352	0.0144459	0.207738	0.04202818	2.59891e-09	0.0540118	0.945988	1	0.116657	0.350695	0.721151	1.38667	2.85148	8.57217	1.553529	0.297769	0.0534791	0.161391	0.00706284	0.00267487	0.00741519	0.00443707	0.0704267	0.163641	0.126461	0.0221954	0.0139686	0.0275618	0.0386048	0.00291189	1.106332	1.292395	0.156665	0.391861	0.608139	0.843335
7416	-420.7901	-432.5362	11.74614	0.203761	0.209749	0.385847	0.0139578	0.00633919	0.0110124	0.0201286	0.089656	0.0359418	0.133889	0.132124	0.110224	0.316143	0.129679	0.0120929	0.129436	0.50499	0.0507327	0.314842	0.1345546	0.000569493	0.14864	0.85136	0.999431	0.393942	0.63488	0.867847	1.15228	1.5751	2.53844	0.6735757	0.112541	0.115849	0.213111	0.00770916	0.00350126	0.00608237	0.0111174	0.0495188	0.0198513	0.0739497	0.0729745	0.0608792	0.174612	0.0716241	0.00667912	1.810546	0.1227718	0.000324953	0.138223	0.861777	0.999675
7452	-415.1568	-427.3761	12.21936	0.158108	0.0114531	0.0486695	0.024799	0.00488397	0.00338252	0.0134637	0.0513689	0.0373633	0.0957482	0.0245316	0.0145813	0.103221	0.0470789	0.0299366	0.256091	0.66832	0.0649479	0.0106407	0.08469165	1.92385e-05	0.101364	0.898636	0.999981	0.185176	0.439338	0.773677	1.29253	2.27615	5.40028	1.21942	0.23648	0.0171302	0.0727943	0.0370915	0.00730488	0.00505918	0.0201374	0.0768317	0.0558837	0.143209	0.0366916	0.0218091	0.154386	0.0704153	0.0447758	0.6685901	0.4964928	0.0492244	0.312781	0.687219	0.950776
7488	-425.8304	-436.1446	10.31417	0.165387	0.0389242	0.0440534	0.0141745	0.0165034	0.00435588	0.0266265	0.0435099	0.0645875	0.0289108	0.0260426	0.0981267	0.0276919	0.0892409	0.0491194	0.784163	0.104637	0.0660627	0.0451378	2.050011	0.212927	0.416126	0.583875	0.787073	0.234184	0.492642	0.801817	1.24717	2.02987	4.27014	1.049641	0.224328	0.0527961	0.0597533	0.0192261	0.0223849	0.00590824	0.0361158	0.0590161	0.0876054	0.0392142	0.0353237	0.133097	0.0375608	0.121045	0.0666248	0.7372546	1.366401	0.163575	0.395173	0.604827	0.836424
7524	-408.3116	-419.3702	11.05862	0.227772	0.0237889	0.115725	0.0243394	0.00205876	0.00269595	0.0164406	0.134935	0.00691991	0.223155	0.0542836	0.07097	0.0572293	0.05645	0.116224	0.852224	0.107827	0.0150187	0.0249309	0.04643592	1.35947e-08	0.0592249	0.940775	1	0.128957	0.368266	0.732235	1.36568	2.71543	7.75454	1.481047	0.201037	0.0209966	0.102141	0.0214825	0.00181711	0.0023795	0.0145108	0.119097	0.00610766	0.196962	0.0479119	0.0626397	0.0505119	0.049824	0.102582	1.132988	0.3784675	0.0285198	0.281595	0.718405	0.97148
7560	-408.1479	-419.3104	11.16246	0.256791	0.150219	0.118549	0.000826616	0.00188863	0.00598367	0.00248543	0.191385	0.043274	0.170655	0.0673445	0.177409	0.0523898	0.0751104	0.0976493	0.589642	0.327944	0.0763739	0.00603945	0.06011297	5.08605e-07	0.0749123	0.925088	0.999999	0.299986	0.555879	0.832604	1.20105	1.79895	3.33349	0.8705897	0.181869	0.10639	0.0839605	0.000585438	0.00133759	0.00423784	0.00176026	0.135546	0.0306482	0.120864	0.0476957	0.125648	0.0371042	0.0531958	0.0691586	1.411961	0.8345975	0.103343	0.361361	0.638639	0.896656
7596	-418.8386	-427.5451	8.706509	0.0314568	0.0109925	0.0181488	7.113e-05	8.47236e-05	0.000554483	0.00658551	0.0256862	0.00716578	0.0232222	0.0126069	0.00586518	0.00900876	0.0235644	0.0227852	0.139136	0.72324	0.0442849	0.0933397	0.07515329	6.17307e-06	0.0913543	0.908646	0.999994	0.0496885	0.231292	0.63333	1.57896	4.32354	20.1254	2.17064	0.159035	0.0555742	0.0917538	0.000359608	0.000428333	0.00280327	0.033294	0.12986	0.0362277	0.117403	0.0637361	0.0296523	0.0455451	0.119133	0.115194	0.1977986	3.217439	0.263309	0.434095	0.565904	0.736691
7632	-412.9271	-424.3455	11.41837	0.0635837	0.0243634	0.0495476	0.0230751	0.00214595	0.00517311	0.00135671	0.0652232	0.0426128	0.142832	0.0426528	0.0184251	0.0351453	0.0719123	0.0741991	0.561289	0.191793	0.0132991	0.233619	0.3138776	0.0179586	0.258114	0.741886	0.982041	0.186831	0.441249	0.774726	1.29078	2.26629	5.35243	1.212984	0.0960119	0.036789	0.0748173	0.0348436	0.0032404	0.00781144	0.00204864	0.0984875	0.0643457	0.215677	0.064406	0.0278221	0.0530696	0.108588	0.112041	0.6622482	1.783088	0.196254	0.409505	0.590496	0.803745
7668	-410.7057	-422.8876	12.18194	0.0650443	0.00436482	0.0224304	0.000811817	0.000150516	0.00648115	0.00294777	0.0506798	0.0308023	0.0628401	0.00394355	0.012899	0.0119777	0.0101293	0.0388743	0.878655	0.0493867	0.0511145	0.0208443	0.5109471	0.0517653	0.315851	0.684149	0.948235	0.104745	0.33275	0.70943	1.40958	3.00526	9.54695	1.631404	0.200521	0.013456	0.0691493	0.0025027	0.000464015	0.0199803	0.00908749	0.156238	0.0949584	0.193726	0.0121573	0.0397653	0.0369254	0.0312269	0.119843	0.3243768	0.2843193	0.013594	0.245222	0.754778	0.986406
7704	-415.9571	-428.7092	12.75204	0.271326	0.0811334	0.169395	0.0950452	0.000128392	0.0119623	0.00523504	0.0655251	0.0039264	0.0108157	0.0721055	0.154558	0.0698633	0.0533595	0.188219	0.670128	0.313767	0.00632458	0.00978018	0.5992469	0.0669699	0.332073	0.667927	0.93303	0.563568	0.756025	0.916443	1.09118	1.32271	1.77441	0.4146559	0.216611	0.0647721	0.135235	0.0758785	0.000102501	0.00954996	0.00417934	0.0523114	0.00313461	0.00863459	0.0575648	0.12339	0.0557747	0.0425991	0.150263	1.252598	0.372236	0.0274585	0.27957	0.72043	0.972541
7740	-413.0333	-424.6789	11.64559	0.240372	0.0559385	0.379314	0.00836857	0.00168455	0.020852	0.0168516	0.169885	0.012357	0.0326787	0.118066	0.0999848	0.057937	0.0721613	0.259091	0.838239	0.0207728	0.0024032	0.138585	0.5983391	0.0668171	0.331925	0.668075	0.933183	0.292669	0.549225	0.829482	1.20557	1.82075	3.41683	0.888445	0.155526	0.0361935	0.245424	0.00541465	0.00108994	0.0134917	0.0109034	0.109919	0.00799526	0.0211438	0.0763915	0.0646924	0.0374865	0.04669	0.167637	1.545542	0.6377146	0.0733621	0.338023	0.661977	0.926638
7776	-416.2942	-428.4232	12.129	0.0706686	0.0149372	0.0544312	0.031727	0.000227322	0.00365388	0.0103757	0.0301262	0.0117743	0.0291588	0.0157496	0.0234057	0.0466118	0.110705	0.0169607	0.810367	0.0745163	0.0202367	0.09488	0.3343747	0.0211862	0.266202	0.733798	0.978814	0.0752553	0.283194	0.674622	1.48231	3.53115	13.2881	1.870485	0.150195	0.0317466	0.115685	0.0674306	0.000483137	0.00776574	0.0220519	0.0640285	0.0250244	0.0619724	0.0334734	0.049745	0.0990661	0.235285	0.0360474	0.4705127	0.172502	0.00209644	0.179102	0.820898	0.997904
7812	-422.9199	-431.8668	8.946963	0.300001	0.133666	0.131866	0.0186036	0.00989642	0.0192353	0.00888499	0.206166	0.183961	0.00869496	0.188985	0.550978	0.0574313	0.12885	0.193984	0.640041	0.2708	0.00996799	0.0791911	0.6117607	0.0690668	0.334073	0.665927	0.930933	0.317286	0.57129	0.839738	1.19085	1.75042	3.15173	0.8300474	0.140109	0.0624257	0.061585	0.00868839	0.00462189	0.00898339	0.00414953	0.0962852	0.0859147	0.00406078	0.0882612	0.257322	0.026822	0.0601762	0.0905956	2.141204	2.942173	0.2538	0.430899	0.569101	0.7462
7848	-415.367	-425.909	10.54198	0.154548	0.0319809	0.0388546	0.0369864	0.00772377	0.00618116	0.00417095	0.146258	0.0325442	0.00053639	0.024443	0.085893	0.00624884	0.0618294	0.0437388	0.87156	0.018883	0.00587279	0.103684	0.433086	0.0380267	0.297555	0.702444	0.961973	0.162794	0.412585	0.75866	1.31811	2.42374	6.14275	1.312567	0.22663	0.0468972	0.0569769	0.0542372	0.0113262	0.00906413	0.00611632	0.214474	0.0477232	0.000786568	0.0358435	0.125954	0.00916337	0.0906673	0.0641391	0.6819369	2.741626	0.246114	0.428255	0.571744	0.753886
7884	-411.437	-423.7622	12.32521	0.26716	0.0440233	0.0841261	0.00341681	0.00711859	0.0290774	0.00452177	0.184904	0.00937113	0.201202	0.102757	0.0456791	0.0683387	0.0866083	0.0571959	0.783256	0.148975	0.0244773	0.0432915	0.4336219	0.0381211	0.297698	0.702302	0.961879	0.286892	0.543911	0.82697	1.20923	1.83854	3.48563	0.9028598	0.223471	0.0368242	0.070369	0.00285806	0.00595449	0.0243224	0.00378233	0.154666	0.00783867	0.1683	0.085953	0.0382092	0.0571633	0.0724453	0.0478427	1.195499	0.5554816	0.0595144	0.324531	0.675469	0.940486
7920	-413.2236	-423.5165	10.29299	0.459986	0.00174206	0.110205	0.012911	0.00161417	0.0173252	0.0169744	0.152493	0.0819392	0.0454843	0.0945673	0.234936	0.0780069	0.129155	0.113849	0.820661	0.0245166	0.137601	0.0172207	0.455279	0.0419453	0.30324	0.69676	0.958055	0.378767	0.622832	0.862676	1.15918	1.60557	2.64014	0.7019795	0.296538	0.00112305	0.0710457	0.0083233	0.0010406	0.011169	0.0109428	0.0983075	0.0528235	0.0293222	0.0609644	0.151456	0.0502885	0.0832618	0.0733945	1.551188	2.620203	0.241101	0.426501	0.5735	0.758899
7956	-412.3187	-422.2858	9.967023	0.193518	0.0549037	0.0133078	0.0092736	0.0041252	0.00816056	0.0045052	0.157241	0.180903	0.0816499	0.0935661	0.072059	0.0816854	0.231826	0.112333	0.550655	0.290282	0.0491249	0.109938	0.06263977	8.38899e-07	0.0777324	0.922268	0.999999	0.339617	0.590558	0.848473	1.17859	1.69331	2.94449	0.7808678	0.148968	0.0422642	0.0102442	0.00713871	0.00317553	0.0062819	0.00346805	0.121043	0.139257	0.0628532	0.0720261	0.0554702	0.0628805	0.178457	0.0864727	1.299058	2.622312	0.24119	0.426532	0.573468	0.75881
7992	-414.1842	-425.9186	11.73444	0.0284435	0.0114429	0.0298544	0.00420635	0.000839802	0.00206071	0.00309687	0.0180352	0.0193745	0.0422709	0.0193267	0.00419264	0.0134129	0.0150607	0.0203693	0.879534	0.013912	0.072996	0.0335578	0.3970775	0.0317242	0.287379	0.712621	0.968276	0.0605766	0.254757	0.652713	1.53207	3.9253	16.508	2.027375	0.122608	0.0493254	0.12869	0.0181318	0.00362003	0.00888285	0.0133493	0.0777423	0.0835155	0.182212	0.0833091	0.0180727	0.0578174	0.0649204	0.0878034	0.2319874	0.3039	0.0164429	0.253933	0.746068	0.983557
8028	-410.0567	-420.414	10.35732	0.0327551	0.0122267	0.0187179	0.00534357	0.0016511	0.000856153	0.00206707	0.0191278	0.00261928	0.0192945	0.0157962	0.01403	0.00455603	0.00428732	0.0132109	0.934189	0.0321068	0.00897724	0.0247269	0.2852137	0.0137202	0.245635	0.754365	0.98628	0.04152	0.211895	0.616257	1.6227	4.71932	24.0848	2.300501	0.196681	0.0734161	0.112393	0.0320859	0.00991417	0.00514084	0.0124119	0.114854	0.0157277	0.115855	0.0948497	0.0842442	0.027357	0.0257435	0.0793256	0.1665396	1.30963	0.15831	0.392659	0.607341	0.84169
8064	-416.2305	-427.6361	11.40553	0.129002	0.0525961	0.0527049	0.0139319	0.0124523	0.0232833	0.00432217	0.224254	0.199573	0.0866268	0.0324528	0.080414	0.113967	0.0795415	0.0486531	0.348031	0.309228	0.0629752	0.279766	0.04644852	1.36532e-08	0.0592397	0.94076	1	0.283612	0.540869	0.825524	1.21135	1.84888	3.52595	0.9111743	0.111809	0.0455861	0.0456804	0.012075	0.0107926	0.0201801	0.00374611	0.194366	0.172974	0.0750812	0.0281275	0.0696964	0.0987778	0.0689402	0.0421686	1.153775	0.1077481	0.000134054	0.124267	0.875733	0.999866
8100	-412.9083	-423.9977	11.08937	0.129283	0.0253907	0.088856	0.0152033	0.00240309	0.00431173	0.00191676	0.131962	0.0112282	0.0170391	0.0102776	0.097292	0.0309643	0.0120673	0.0424559	0.566513	0.240885	0.0176658	0.174935	0.05431268	1.35967e-07	0.0683478	0.931652	1	0.0547596	0.242518	0.642764	1.55578	4.12341	18.2616	2.100372	0.208302	0.0409098	0.143166	0.0244958	0.00387189	0.00694711	0.00308831	0.212618	0.0180909	0.0274536	0.0165595	0.156758	0.0498901	0.0194429	0.0684055	0.6206505	0.203675	0.00430333	0.200793	0.799207	0.995697
8136	-414.4974	-426.315	11.81752	0.125452	0.06955	0.169293	0.000944211	0.00314852	0.0169159	0.00759851	0.219079	0.0381403	0.0364835	0.0726496	0.144944	0.0462261	0.124539	0.117153	0.611364	0.313066	0.0439333	0.0316372	0.139655	0.000705825	0.153006	0.846994	0.999294	0.248443	0.50705	0.809061	1.236	1.97219	4.02507	1.006903	0.105235	0.0583416	0.14201	0.000792046	0.00264112	0.0141898	0.00637397	0.183773	0.0319938	0.030604	0.0609417	0.121586	0.0387765	0.104469	0.0982727	1.192117	0.9276001	0.115895	0.369519	0.630481	0.884105
8172	-415.1762	-425.4275	10.2513	0.0443303	0.00507828	0.0102804	0.00271848	0.00409435	0.000833484	0.00208426	0.0189194	0.0185781	0.0675776	0.0232206	0.0145322	0.00729649	0.0340216	0.0204887	0.640285	0.318258	0.0346932	0.00676335	0.1092913	0.000148407	0.125735	0.874265	0.999852	0.0630374	0.259753	0.65668	1.52281	3.84981	15.8636	1.998582	0.161758	0.0185302	0.0375122	0.00991949	0.0149399	0.00304131	0.00760527	0.0690351	0.0677899	0.246585	0.0847301	0.0530268	0.0266243	0.124142	0.0747614	0.2740542	1.835719	0.199764	0.410932	0.589068	0.800236
8208	-410.4544	-421.5745	11.12011	0.0652202	0.0133163	0.0278951	0.00191109	0.000391726	0.00272455	0.00535569	0.0718066	0.0137733	0.033537	0.0570153	0.0147625	0.0152831	0.0261968	0.0409008	0.754008	0.0566612	0.0522709	0.13706	0.5239823	0.0540473	0.318508	0.681492	0.945953	0.0851697	0.300813	0.687446	1.45466	3.32432	11.7413	1.780998	0.167193	0.0341364	0.0715093	0.0048991	0.00100419	0.00698441	0.0137294	0.184077	0.035308	0.0859725	0.146159	0.0378437	0.0391783	0.0671559	0.10485	0.39009	1.278406	0.155314	0.3912	0.6088	0.844686
8244	-409.8038	-421.0796	11.27576	0.300128	0.152859	0.0309273	0.0511419	0.000176087	0.0119901	0.0135229	0.193912	0.187439	0.0449032	0.0258402	0.20801	0.390549	0.116643	0.0695934	0.914434	0.00179051	0.0452845	0.0384908	0.4932757	0.0486577	0.312079	0.68792	0.951342	0.454455	0.680703	0.886923	1.12749	1.46907	2.20044	0.5702532	0.166957	0.0850333	0.0172044	0.0284495	9.79546e-05	0.00666993	0.00752259	0.107871	0.10427	0.024979	0.0143745	0.115713	0.217257	0.0648869	0.0387139	1.797636	1.066732	0.132912	0.379508	0.620492	0.867088
8280	-423.1109	-434.0724	10.96147	0.14314	0.0504719	0.0749361	0.0524637	0.00430643	0.00633405	0.00913657	0.0184498	0.113449	0.115762	0.00538522	0.222983	0.0184874	0.0175929	0.0246712	0.807684	0.0100767	0.00202045	0.180219	0.9297856	0.116178	0.369694	0.630306	0.883822	0.168959	0.420133	0.762963	1.31068	2.3802	5.91861	1.28569	0.163109	0.0575133	0.0853906	0.0597831	0.00490723	0.00721772	0.0104112	0.0210238	0.129276	0.131912	0.00613653	0.254092	0.0210666	0.0200474	0.0281132	0.8775686	1.350448	0.162119	0.394484	0.605515	0.837882
8316	-410.0387	-421.0701	11.03138	0.166052	0.0966704	0.159065	0.0398213	0.00382042	0.0118344	0.00118234	0.153219	0.0640979	0.0419906	0.00708179	0.261932	0.0343456	0.0132416	0.153186	0.907998	0.00797122	0.00140359	0.0826277	0.2381906	0.00771627	0.221679	0.778321	0.992284	0.0870046	0.303957	0.689679	1.44995	3.28994	11.4936	1.765586	0.137513	0.0800556	0.131726	0.0329772	0.0031638	0.00980039	0.000979128	0.126885	0.0530813	0.0347736	0.00586464	0.216914	0.0284426	0.0109658	0.126858	1.207541	1.061224	0.132276	0.379154	0.620846	0.867725
8352	-407.4719	-419.8161	12.34425	0.334243	0.188747	0.190545	0.0238572	0.000226826	0.0068292	0.0222212	0.120775	0.0623295	0.0918771	0.0129854	0.187981	0.127462	0.0408434	0.0409452	0.816816	0.0826124	0.000436626	0.100135	0.4811342	0.0465157	0.309368	0.690632	0.953484	0.503592	0.715654	0.900887	1.11002	1.39732	1.98573	0.4960167	0.230216	0.130003	0.131241	0.016432	0.00015623	0.00470374	0.0153053	0.0831861	0.0429306	0.063282	0.00894395	0.129475	0.0877919	0.0281316	0.0282017	1.451868	0.109277	0.000148269	0.125722	0.874278	0.999852
8388	-415.3499	-426.8751	11.52521	0.134313	0.01306	0.169447	0.00624483	0.00526818	0.0111053	0.0108441	0.130508	0.0142224	0.0131571	0.0717134	0.0159563	0.0560004	0.126303	0.0703452	0.770021	0.0916411	0.0388006	0.0995375	0.7420362	0.0898342	0.351632	0.648368	0.910166	0.358319	0.6062	0.855422	1.16901	1.64962	2.79081	0.7421087	0.158296	0.0153921	0.199704	0.00735995	0.00620891	0.0130883	0.0127805	0.153813	0.016762	0.0155065	0.0845191	0.0188055	0.0660003	0.148857	0.0829065	0.8484876	1.579347	0.181463	0.403265	0.596734	0.818538
8424	-421.744	-429.1339	7.389882	0.243391	0.0575077	0.0951908	0.0164422	0.00147197	0.0320526	0.0420642	0.417055	0.232588	0.147033	0.0214374	1.16513	0.0141141	0.246008	0.130136	0.858265	0.0152757	0.0232638	0.103195	1.037778	0.129534	0.37761	0.622389	0.870467	0.521534	0.727977	0.905698	1.10412	1.37367	1.91742	0.4707044	0.0850535	0.0200962	0.0332647	0.00574575	0.000514385	0.0112009	0.0146994	0.145741	0.0812783	0.051381	0.00749135	0.407157	0.0049322	0.0859679	0.0454764	2.861621	3.507009	0.272222	0.437022	0.562978	0.727778
8460	-419.7633	-430.704	10.94071	0.119488	0.0718836	0.135782	0.142167	0.00382943	0.0293743	0.00545723	0.0561124	0.0175844	0.0321715	0.196105	0.0087521	0.0254717	0.0556746	0.250528	0.661988	0.0945633	4.04329e-05	0.243408	0.1592699	0.00142417	0.169005	0.830995	0.998576	0.322873	0.576174	0.841971	1.18769	1.73559	3.09719	0.8174264	0.103868	0.0624868	0.118032	0.123583	0.00332884	0.0255344	0.00474384	0.0487772	0.0152857	0.027966	0.170469	0.007608	0.022142	0.0483967	0.217778	1.150381	2.309419	0.22681	0.421353	0.578647	0.773191
8496	-421.2062	-429.2175	8.011325	0.18361	0.0233306	0.234661	0.0541921	0.0139129	0.0166265	0.0076935	0.133471	0.0787908	0.0651075	0.188742	0.0866914	0.0440477	0.0688392	0.229131	0.661374	0.14604	0.0108668	0.181719	0.9974698	0.124691	0.37482	0.62518	0.875309	0.556598	0.75145	0.914709	1.09324	1.33076	1.79663	0.4236549	0.128502	0.0163283	0.164231	0.0379271	0.00973717	0.0116363	0.00538441	0.0934114	0.0551429	0.0455665	0.132094	0.0606722	0.0308274	0.0481781	0.160361	1.428848	7.427722	0.339107	0.457333	0.542668	0.660892
8532	-417.5047	-429.2219	11.71726	0.0711914	0.00907471	0.0247391	0.00188861	0.000555685	0.00562545	0.00256491	0.0101469	0.0162686	0.0241201	0.0476905	0.03588	0.00889577	0.0206308	0.0530764	0.317811	0.582189	0.0748644	0.0251355	0.126873	0.00039954	0.141901	0.858099	0.9996	0.0568335	0.246955	0.64641	1.54701	4.04932	17.5953	2.073493	0.214207	0.0273047	0.0744371	0.00568261	0.00167199	0.0169263	0.00771751	0.0305309	0.0489504	0.0725747	0.143495	0.107959	0.0267663	0.0620758	0.159701	0.3323491	0.3628404	0.0258718	0.276427	0.723573	0.974128
8568	-416.5118	-428.2537	11.74187	0.196277	0.0157103	0.109985	0.00775898	0.000133092	0.00418033	0.00238952	0.153588	0.00279118	0.0315962	0.0770039	0.047626	0.00157966	0.0760009	0.274856	0.407581	0.334601	0.00443928	0.253379	0.1422615	0.000783164	0.155205	0.844795	0.999217	0.290847	0.547555	0.828694	1.20672	1.8263	3.43824	0.8929604	0.195988	0.0156872	0.109823	0.00774754	0.000132896	0.00417417	0.002386	0.153362	0.00278707	0.0315496	0.0768905	0.0475558	0.00157734	0.0758889	0.27445	1.001476	1.348386	0.161929	0.394394	0.605606	0.83807
8604	-407.7693	-420.5315	12.76222	0.116619	0.0546116	0.0619789	0.00947318	0.00411435	0.00312694	0.00126762	0.118748	0.0232761	0.040385	0.0364916	0.0838729	0.0284006	0.0327528	0.0556534	0.874645	0.055983	9.76303e-05	0.0692745	0.3893035	0.0303798	0.28501	0.71499	0.96962	0.265447	0.523688	0.817252	1.22361	1.90954	3.76723	0.9590359	0.173858	0.081416	0.0923993	0.0141228	0.00613374	0.0046617	0.0018898	0.177032	0.0347004	0.0602066	0.0544023	0.125039	0.0423402	0.0488284	0.0829691	0.6707728	0.5715858	0.0622785	0.327411	0.672589	0.937721
8640	-410.3377	-422.173	11.83529	0.213251	0.0504275	0.0690718	0.0677442	0.00974349	0.006487	0.00570918	0.414429	0.10148	0.326661	0.140834	0.0334596	0.0271062	0.083875	0.144485	0.897579	0.0215615	0.0449727	0.0358871	0.603003	0.067601	0.33268	0.66732	0.932399	0.730083	0.857761	0.95326	1.04903	1.16583	1.36971	0.2274756	0.125829	0.0297549	0.040756	0.0399727	0.00574917	0.00382767	0.00336872	0.244535	0.0598785	0.192747	0.0830996	0.0197429	0.0159941	0.0494906	0.0852537	1.694765	0.8852967	0.110309	0.365981	0.634019	0.889691
8676	-415.3893	-427.3366	11.94736	0.0636659	0.266958	0.0832004	0.117582	0.00418525	0.00838232	0.0122142	0.217525	0.232849	0.155063	0.154837	0.0245402	0.11986	0.076955	0.127073	0.865856	0.016318	0.00620637	0.111619	0.4248774	0.0365818	0.295345	0.704655	0.963418	0.664775	0.819442	0.939765	1.0641	1.22034	1.50427	0.2952337	0.0382403	0.160346	0.0499735	0.0706246	0.00251383	0.00503476	0.00733636	0.130654	0.139858	0.0931372	0.0930011	0.0147399	0.0719929	0.0462223	0.0763253	1.66489	0.9238596	0.115409	0.369217	0.630784	0.884591
8712	-417.4637	-428.7788	11.31506	0.138184	0.0241056	0.0641126	0.0115632	0.00567341	0.0266027	0.00769995	0.458709	0.038461	0.196438	0.113924	0.0648921	0.0605781	0.0789051	0.125533	0.693435	0.204913	0.0119006	0.0897513	0.6072696	0.0683161	0.333363	0.666637	0.931684	0.22072	0.478619	0.794626	1.25845	2.08934	4.53062	1.092455	0.0976299	0.0170311	0.045297	0.00816967	0.00400839	0.0187954	0.00544019	0.324088	0.0271736	0.138788	0.0804902	0.0458478	0.0427998	0.0557482	0.0886922	1.415383	0.9139221	0.114111	0.368404	0.631596	0.885889
