Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
14580	-416.1133	-427.9818	11.86847	0.135415	0.0621204	0.0341446	0.0263784	0.00705067	0.00362758	0.00645112	0.112206	0.0109001	0.155544	0.044211	0.0531503	0.0189328	0.0149406	0.0824438	0.208566	0.344382	0.0427017	0.404351	0.07460443	5.73312e-06	0.0907686	0.909231	0.999994	0.159006	0.407876	0.755948	1.32284	2.45173	6.28906	1.329588	0.176433	0.0809369	0.0444871	0.0343684	0.00918634	0.00472638	0.00840518	0.146194	0.0142018	0.202659	0.0576027	0.0692497	0.0246676	0.0194662	0.107416	0.7675167	0.5700743	0.0620201	0.327146	0.672854	0.93798
14616	-424.9913	-436.4267	11.43539	0.0671371	0.0262498	0.0358229	0.00534093	0.00211881	0.0179014	0.00533579	0.0518924	0.0155588	0.0530664	0.0360055	0.0602194	0.0645795	0.002594	0.0445767	0.45139	0.348038	0.0988236	0.101749	1.456148	0.171454	0.398818	0.601181	0.828547	0.120959	0.356944	0.725136	1.37905	2.80156	8.26728	1.527342	0.137463	0.0537466	0.0733476	0.0109356	0.00433828	0.0366531	0.0109251	0.10625	0.0318568	0.108654	0.0737215	0.123299	0.132227	0.00531122	0.0912709	0.4883995	0.2716102	0.011847	0.239182	0.760818	0.988153
14652	-416.7911	-427.2946	10.50342	0.21562	0.0446357	0.102141	0.0574232	0.00826551	0.00614837	0.0151877	0.132266	0.0166967	0.0358564	0.0111927	0.0874687	0.0375043	0.102702	0.0447451	0.255429	0.349812	0.0265252	0.368234	0.02382915	5.21895e-15	0.0316207	0.968376	1	0.160612	0.409879	0.757104	1.32082	2.43975	6.2262	1.322324	0.234918	0.0486305	0.111283	0.0625625	0.00900526	0.00669864	0.016547	0.144104	0.018191	0.0390655	0.0121944	0.095297	0.0408609	0.111893	0.0487497	0.9178537	0.3106581	0.0174652	0.256783	0.743217	0.982535
14688	-407.888	-419.0519	11.16391	0.164009	0.0145395	0.17467	0.0012353	0.00029185	0.00818863	0.016187	0.209811	0.0871999	0.00555133	0.0481833	0.0469729	0.0665024	0.0112029	0.158706	0.852922	0.0251113	0.00237643	0.11959	0.2484709	0.00890859	0.227329	0.772671	0.991091	0.18147	0.435028	0.771301	1.29651	2.2987	5.51055	1.234036	0.161864	0.0143494	0.172386	0.00121914	0.000288033	0.00808154	0.0159753	0.207068	0.0860595	0.00547873	0.0475531	0.0463586	0.0656327	0.0110564	0.15663	1.013251	1.751042	0.194059	0.408602	0.591398	0.805941
14724	-420.2286	-432.4279	12.1993	0.343108	0.117103	0.187592	0.106865	0.00757741	0.0120482	0.0049157	0.124072	0.0882518	0.108508	0.0186305	0.0775565	0.0183502	0.286181	0.0918304	0.791471	0.0331714	0.137915	0.0374427	0.642429	0.0741343	0.338713	0.661287	0.925866	0.857568	0.927801	0.976892	1.02365	1.07782	1.16609	0.1111034	0.215441	0.0735298	0.11779	0.0671012	0.00475792	0.00756517	0.00308661	0.0779057	0.0554141	0.0681329	0.0116982	0.0486984	0.0115223	0.179695	0.0576611	1.592589	0.7445067	0.0902084	0.351917	0.648083	0.909792
14760	-411.6003	-421.3156	9.715306	0.0831464	0.0192463	0.0686256	0.0377655	0.00108827	0.00594647	0.00159278	0.0863088	0.00301207	0.0215556	0.150723	0.0225766	0.0429381	0.073814	0.000590028	0.869651	0.0131016	0.00582303	0.111424	0.2686811	0.011457	0.237744	0.762256	0.988543	0.109968	0.34074	0.714701	1.39919	2.93479	9.09355	1.596221	0.134339	0.0310961	0.110878	0.0610174	0.00175831	0.00960767	0.00257344	0.139448	0.00486658	0.0348272	0.243523	0.0364769	0.0693748	0.119261	0.000953303	0.61893	3.944385	0.283972	0.440789	0.55921	0.716028
14796	-416.6713	-426.8402	10.16886	0.0513284	0.00173285	0.0190527	0.00337148	0.00207758	0.00115643	0.00165381	0.0330198	0.019333	0.00293881	0.00975463	0.0216675	0.034372	0.00359143	0.0026243	0.211612	0.398226	0.0759968	0.314165	0.1213954	0.000302273	0.136976	0.863024	0.999698	0.0639816	0.261643	0.658167	1.51937	3.82199	15.6295	1.987832	0.247158	0.00834404	0.0917432	0.0162344	0.010004	0.00556849	0.00796344	0.158998	0.0930928	0.014151	0.0469707	0.104334	0.165509	0.0172935	0.0126366	0.2076747	1.845985	0.200435	0.411203	0.588797	0.799565
14832	-413.2388	-424.238	10.99921	0.184558	0.00030819	0.0331655	0.00358948	0.00398047	0.00802961	0.00105193	0.0643779	0.0405583	0.0437943	0.0931214	0.0743319	0.152111	0.0359094	0.0684563	0.41665	0.371999	0.0682877	0.143063	0.06496563	1.28603e-06	0.0803073	0.919693	0.999999	0.262958	0.521287	0.816081	1.22537	1.91833	3.80289	0.965848	0.228599	0.000381733	0.0410798	0.00444604	0.00493033	0.00994572	0.00130295	0.0797404	0.0502368	0.054245	0.115343	0.0920697	0.188409	0.0444784	0.0847921	0.8073436	1.693842	0.190023	0.406921	0.593078	0.809978
14868	-412.1179	-423.3841	11.26621	0.177977	0.0030988	0.0373455	0.0224605	0.00167703	0.0148843	0.0010198	0.0662796	0.100885	0.0210362	0.0476508	0.0541704	0.0592679	0.143331	0.0667856	0.850879	0.0268664	0.0923543	0.0299006	0.5110601	0.0517852	0.315874	0.684125	0.948215	0.206915	0.463778	0.786855	1.27088	2.15621	4.83291	1.139158	0.21761	0.00378887	0.045662	0.0274622	0.00205049	0.0181989	0.0012469	0.0810394	0.12335	0.0257207	0.0582622	0.0662336	0.0724663	0.17525	0.0816581	0.817869	1.735039	0.192945	0.408141	0.591859	0.807055
14904	-411.3406	-421.7072	10.36657	0.442445	0.0146265	0.172371	0.0433246	0.00143801	0.0175502	0.00547117	0.205018	0.33992	0.286364	0.185135	0.064998	0.102917	0.0806923	0.114113	0.836947	0.0440427	0.0825495	0.0364607	0.4920209	0.0484365	0.311804	0.688196	0.951563	0.566259	0.757783	0.917108	1.09038	1.31964	1.76598	0.4112115	0.213085	0.00704421	0.083015	0.0208654	0.000692555	0.0084523	0.00263495	0.0987379	0.163708	0.137915	0.0891624	0.0313035	0.0495653	0.038862	0.0549573	2.076383	1.811747	0.19818	0.410291	0.58971	0.80182
14940	-408.1458	-420.5019	12.35613	0.19883	0.075828	0.127151	0.0135571	0.00419389	0.00667691	0.0112728	0.180108	0.153922	0.105381	0.134787	0.0519232	0.0520295	0.145815	0.0599242	0.962573	0.0177592	0.0107455	0.008922	0.342836	0.0225572	0.269358	0.730642	0.977443	0.244139	0.502746	0.806912	1.23929	1.98908	4.09603	1.019541	0.150469	0.0573846	0.0962245	0.0102597	0.00317383	0.00505291	0.00853098	0.136301	0.116484	0.0797495	0.102003	0.0392941	0.0393746	0.110349	0.045349	1.3214	0.263745	0.0108111	0.235281	0.764719	0.989189
14976	-407.8832	-419.769	11.8858	0.173763	0.0155073	0.04098	0.00264703	0.00465203	0.00921765	0.0103846	0.473045	0.17058	0.0474801	0.0185587	0.0585551	0.192139	0.0596662	0.324571	0.846298	0.00808315	0.000405831	0.145213	0.4959034	0.0491206	0.312653	0.687347	0.950879	0.478441	0.697994	0.893891	1.1187	1.43268	2.09012	0.5330626	0.108484	0.00968151	0.0255846	0.00165259	0.00290435	0.00575475	0.0064833	0.295331	0.106496	0.0296427	0.0115865	0.0365571	0.119956	0.0372507	0.202636	1.601746	0.7734957	0.0945425	0.355149	0.644851	0.905458
15012	-408.6759	-420.484	11.80805	0.10759	0.00509015	0.138554	0.00105027	0.000860718	0.00671002	0.00380445	0.120141	0.0410183	0.0685794	0.00427123	0.0207225	0.0241682	0.0240571	0.0565315	0.916928	0.0315933	0.0415181	0.00996112	0.4270526	0.0369643	0.295936	0.704063	0.963036	0.120453	0.356215	0.724673	1.37993	2.8073	8.30202	1.530374	0.172655	0.00816844	0.222345	0.00168543	0.00138124	0.0107679	0.00610522	0.192796	0.0658244	0.110053	0.00685428	0.0332546	0.0387841	0.0386057	0.0907192	0.6231478	0.9267682	0.115787	0.369452	0.630548	0.884213
15048	-410.2171	-420.5102	10.29313	0.127485	0.0409621	0.181781	4.78719e-05	0.000951698	0.00697853	0.00105216	0.0866823	0.0200148	0.0104953	0.0167212	0.0392805	0.0564774	0.0427329	0.0950035	0.875985	0.0592994	0.046259	0.0184571	0.3724156	0.027489	0.279629	0.720371	0.972511	0.164843	0.41511	0.760106	1.31561	2.409	6.06637	1.30352	0.175439	0.0563699	0.250157	6.58788e-05	0.00130968	0.00960349	0.00144792	0.119288	0.0275433	0.0144431	0.0230108	0.0540557	0.0777212	0.0588068	0.130739	0.7266664	3.212014	0.263132	0.434037	0.565963	0.736868
15084	-411.0225	-422.9539	11.93143	0.0634362	0.0123417	0.0356947	0.000918779	0.000642747	0.00166865	0.00379348	0.115635	0.0116731	0.0327027	0.0572003	0.02478	0.025054	0.0660102	0.0331287	0.765812	0.0503819	0.00202405	0.181782	0.2033998	0.00428007	0.200614	0.799386	0.99572	0.102118	0.328652	0.706693	1.41504	3.04273	9.79259	1.649772	0.130883	0.0254635	0.0736459	0.00189564	0.00132613	0.00344278	0.00782676	0.238581	0.024084	0.0674728	0.118016	0.0511264	0.0516917	0.136193	0.0683516	0.4846806	0.0791645	1.02824e-05	0.0956023	0.904398	0.99999
15120	-406.2239	-418.1538	11.92996	0.114858	0.0582985	0.0920056	0.000310425	0.0014875	0.00206869	0.0038213	0.105057	0.0256559	0.045437	0.0297333	0.0937385	0.0355221	0.101658	0.0308628	0.810282	0.0111119	0.00476117	0.173845	0.2760887	0.0124527	0.241347	0.758653	0.987547	0.184908	0.439029	0.773507	1.29281	2.27776	5.40809	1.220465	0.155106	0.078727	0.124246	0.000419202	0.00200874	0.00279359	0.00516032	0.14187	0.0346461	0.0613587	0.0401522	0.126586	0.0479695	0.13728	0.0416775	0.7405147	1.153548	0.142568	0.384726	0.615273	0.857433
15156	-407.958	-419.38	11.42205	0.100085	0.0192252	0.0597181	0.0056094	0.00109332	0.00510686	0.00232667	0.0312483	0.00100423	0.03708	0.00699594	0.0698392	0.0356017	0.0556052	0.0220285	0.801773	0.0223163	0.000280515	0.17563	0.2563311	0.00986894	0.231485	0.768515	0.990131	0.0760466	0.284643	0.675696	1.47995	3.51318	13.1498	1.862921	0.22115	0.0424802	0.131954	0.0123946	0.00241581	0.0112842	0.00514105	0.0690467	0.00221897	0.0819325	0.0154583	0.154318	0.0786659	0.122866	0.0486745	0.4525679	1.103697	0.137108	0.381812	0.618188	0.862892
15192	-413.4376	-426.3639	12.92635	0.229811	0.0922339	0.0793335	0.0632178	0.00163514	0.00939519	0.00352011	0.0641264	0.111646	0.276557	0.0630659	0.13278	0.045712	0.0241407	0.0544741	0.22899	0.631948	0.0537482	0.0853135	0.08810546	2.72739e-05	0.104869	0.895131	0.999973	0.913163	0.956664	0.986273	1.01392	1.0453	1.0951	0.06568446	0.183607	0.0736899	0.0633832	0.0505076	0.00130639	0.00750625	0.00281238	0.0512336	0.0891995	0.220954	0.0503863	0.106084	0.0365214	0.0192872	0.0435219	1.251649	0.431798	0.0377997	0.297213	0.702787	0.9622
15228	-404.4359	-415.5974	11.16159	0.0864729	0.0197653	0.110673	0.00110169	0.00133051	0.00324451	0.00176368	0.0577166	0.00874529	0.048095	0.0258522	0.013563	0.0376606	0.0202814	0.00383727	0.958149	0.00388167	0.00958039	0.0283894	0.2668228	0.0112121	0.236823	0.763177	0.988788	0.0889447	0.307244	0.691997	1.44509	3.25474	11.2429	1.749639	0.196483	0.0449106	0.251471	0.00250325	0.00302317	0.00737215	0.00400742	0.131143	0.019871	0.109281	0.0587412	0.0308178	0.0855723	0.0460833	0.00871902	0.4401032	1.507874	0.175764	0.400757	0.599243	0.824237
15264	-413.3333	-424.2473	10.91404	0.133234	0.0503102	0.0610401	0.0114139	0.00501908	0.00638532	0.00868776	0.127313	0.111328	0.0740036	0.0271558	0.0479037	0.128305	0.0228337	0.0612313	0.945354	0.00611334	0.0118867	0.0366458	0.2641557	0.0108643	0.235488	0.764512	0.989136	0.121575	0.357829	0.725697	1.37799	2.79463	8.22539	1.52367	0.152065	0.057421	0.0696675	0.0130272	0.00572847	0.00728782	0.00991567	0.145307	0.127063	0.0844632	0.0309939	0.0546744	0.146439	0.026061	0.0698856	0.8761641	1.862619	0.201513	0.411637	0.588363	0.798487
15300	-421.8002	-433.374	11.57377	0.226523	0.0437	0.0284916	0.0125801	0.000679101	0.0069042	0.0269032	0.0239047	0.057837	0.216004	0.0302561	0.0739919	0.0224683	0.0335829	0.013537	0.661646	0.190023	0.135815	0.012515	1.221678	0.14968	0.388393	0.611608	0.85032	0.160535	0.409783	0.757049	1.32092	2.44031	6.22917	1.322669	0.277139	0.0534646	0.0348579	0.0153911	0.000830843	0.00844692	0.0329146	0.0292461	0.0707604	0.264269	0.0370167	0.0905252	0.0274888	0.0410869	0.0165618	0.8173629	0.4659187	0.0438266	0.305823	0.694178	0.956173
15336	-417.9261	-427.0511	9.125026	0.0581316	0.0101193	0.0347784	0.00814541	0.000428721	0.00156571	0.00124353	0.00413048	0.0107309	0.0384216	0.00533905	0.0124686	0.00114604	0.00392856	0.000577623	0.722511	0.0783414	0.0115483	0.187599	0.02733743	2.48096e-13	0.0360496	0.96395	1	0.0288235	0.177343	0.582967	1.71536	5.63878	34.6939	2.56441	0.304106	0.0529375	0.181938	0.0426114	0.00224279	0.00819075	0.00650531	0.021608	0.0561368	0.200997	0.0279304	0.0652274	0.00599534	0.0205517	0.00302174	0.1911555	0.5912222	0.0656166	0.330756	0.669245	0.934383
15372	-407.6017	-417.8391	10.23746	0.18756	0.0861383	0.123184	0.0255232	0.00161091	0.00168278	0.00130747	0.124896	0.0485886	0.0929237	0.0425722	0.0527107	0.0317551	0.142517	0.00234752	0.906863	0.06303	0.0174716	0.0126352	0.02240914	7.79725e-16	0.0298123	0.970218	0.99997	0.285319	0.542454	0.826278	1.21025	1.84347	3.50485	0.9068354	0.194299	0.0892332	0.127609	0.0264402	0.00166879	0.00174324	0.00135445	0.129384	0.0503343	0.0962623	0.0441018	0.0546046	0.032896	0.147638	0.00243186	0.9653176	0.8593322	0.106779	0.36367	0.63633	0.893221
15408	-411.4377	-420.891	9.453333	0.0984148	0.0212854	0.135327	0.00266427	0.000405314	0.000863189	0.000458406	0.0508911	0.00872114	0.0490857	0.022243	0.0179068	0.0610143	0.00774681	0.0162158	0.19005	0.507422	0.0946251	0.207903	0.02662293	1.22564e-13	0.0351521	0.964848	1	0.0444631	0.219092	0.622712	1.60588	4.5643	22.4905	2.250982	0.199526	0.043154	0.274362	0.00540154	0.000821733	0.00175003	0.000929371	0.103177	0.0176812	0.0995162	0.0450954	0.0363041	0.1237	0.0157058	0.0328758	0.4932435	0.07331315	4.79752e-06	0.0893865	0.910614	0.999995
15444	-413.2719	-422.6129	9.341014	0.0356374	0.000557522	0.0358835	0.000793507	0.000258208	0.00130245	0.00314263	0.0543512	0.0223343	0.00746252	0.0115415	0.010527	0.0238563	0.000851797	0.00131214	0.408253	0.508058	0.0386945	0.0449949	0.0249753	2.0724e-14	0.0330737	0.966928	0.999998	0.0319313	0.186424	0.592121	1.68885	5.36411	31.3173	2.490372	0.169854	0.00265725	0.171027	0.00378199	0.00123066	0.00620768	0.0149783	0.259047	0.106449	0.0355677	0.0550088	0.0501733	0.113703	0.00405981	0.0062539	0.2098119	0.3356977	0.0213992	0.266703	0.733298	0.978601
15480	-411.8374	-422.9031	11.06563	0.403024	0.0743046	0.0863505	0.0104082	0.00191236	0.0144468	0.0287624	0.151069	0.333678	0.124689	0.092637	0.118641	0.352448	0.0236779	0.0760932	0.388812	0.452019	0.113286	0.0458835	0.05901972	4.04351e-07	0.0736848	0.926315	1	0.65322	0.812464	0.937261	1.06694	1.23082	1.53088	0.307913	0.212999	0.0392701	0.0456364	0.00550074	0.00101069	0.00763516	0.015201	0.0798401	0.176349	0.0658984	0.0489589	0.0627021	0.186269	0.0125138	0.0402154	1.892141	0.8084722	0.0996355	0.358798	0.641202	0.900364
15516	-414.415	-426.5765	12.16154	0.116424	0.146808	0.12672	0.0233007	0.00332607	0.00291014	0.00221343	0.0762009	0.00990632	0.11203	0.0678174	0.104034	0.202318	0.0766065	0.010163	0.572317	0.358824	0.0386509	0.0302081	0.08183055	1.40527e-05	0.0983946	0.901605	0.999986	0.255053	0.513585	0.8123	1.23107	1.9471	3.92075	0.9879176	0.107722	0.135836	0.117249	0.0215592	0.00307747	0.00269263	0.002048	0.0705055	0.0091659	0.103657	0.0627486	0.0962583	0.187197	0.0708808	0.00940344	1.08078	0.408507	0.0337131	0.290747	0.709253	0.966287
15552	-409.155	-421.0433	11.88835	0.409457	0.080245	0.141453	0.0761732	0.00155505	0.00821334	0.00178412	0.0755839	0.00715761	0.116424	0.130843	0.0315515	0.0420875	0.0107666	0.0129404	0.963395	0.00883201	0.01841	0.00936268	0.3982373	0.0319254	0.287727	0.712273	0.968075	0.14633	0.39168	0.746452	1.33967	2.5531	6.83385	1.389657	0.357219	0.0700074	0.123406	0.0664551	0.00135666	0.00716549	0.0015565	0.0659409	0.00624445	0.101571	0.11415	0.0275262	0.036718	0.00939301	0.0112895	1.146236	0.5914743	0.0656593	0.330797	0.669203	0.934341
15588	-418.5177	-430.0783	11.56056	0.0423443	0.0270118	0.0493932	0.00411757	0.000332637	0.000914451	0.00179904	0.0532507	0.0265573	0.0456539	0.0376081	0.00406695	0.0198842	0.000814028	0.00406941	0.747489	0.0420376	0.0782443	0.132229	0.3505286	0.0238205	0.27214	0.72786	0.97618	0.043929	0.217804	0.621568	1.60883	4.59128	22.764	2.259721	0.133234	0.0849916	0.155414	0.0129558	0.00104663	0.00287728	0.00566062	0.167551	0.0835616	0.143648	0.118332	0.0127965	0.0625648	0.00256131	0.0128042	0.3178177	0.4612907	0.0430082	0.30471	0.69529	0.956992
15624	-408.1217	-419.1123	10.99064	0.2708	0.104186	0.389727	0.0036538	0.000213762	0.00438516	0.0057029	0.353831	0.0585079	0.137776	0.0469754	0.0518388	0.0367827	0.0446609	0.136331	0.944957	0.0199801	0.00499518	0.0300682	0.2494498	0.00902595	0.227854	0.772146	0.990974	0.0666266	0.266864	0.662236	1.51003	3.74723	15.009	1.958542	0.164583	0.0633209	0.236862	0.00222065	0.000129917	0.00266515	0.00346603	0.215046	0.0355591	0.0837353	0.02855	0.0315058	0.0223552	0.0271434	0.0828572	1.645372	0.3406875	0.0222072	0.268566	0.731434	0.977793
15660	-404.8429	-416.7695	11.92653	0.261679	0.101695	0.0378489	0.0404947	0.000242692	0.00363585	0.00808226	0.124885	0.128637	0.0848375	0.011067	0.00426028	0.082256	0.0316975	0.0687012	0.881704	0.000798091	0.00969156	0.107806	0.3054123	0.01667	0.254577	0.745423	0.98333	0.141301	0.385056	0.742491	1.34682	2.59702	7.07707	1.414945	0.264317	0.102721	0.0382305	0.0409029	0.000245139	0.0036725	0.00816374	0.126144	0.129934	0.0856928	0.0111786	0.00430323	0.0830853	0.0320171	0.0693938	0.9900193	0.7478704	0.0907166	0.352302	0.647698	0.909283
15696	-409.4066	-420.6767	11.27003	0.0992814	0.0114012	0.0220711	0.00102999	0.00151749	0.00470508	0.00539179	0.107986	0.0309628	0.110245	0.0134958	0.00185817	0.0509997	0.0193489	0.0308072	0.854054	0.0287518	0.00614891	0.111046	0.3024123	0.0162204	0.253295	0.746705	0.98378	0.0578059	0.249006	0.64808	1.54302	4.01596	17.2993	2.061227	0.19425	0.0223071	0.0431835	0.00201524	0.00296905	0.00920576	0.0105494	0.21128	0.0605806	0.215701	0.0264054	0.00363563	0.099784	0.0378572	0.0602761	0.5111012	1.048633	0.13081	0.378332	0.621668	0.86919
15732	-409.2221	-420.8153	11.59321	0.360368	0.0646091	0.142561	0.0158808	0.00488682	0.0115462	0.0116737	0.282826	0.100456	0.242586	0.00785908	0.0352954	0.117093	0.0236562	0.0751965	0.877596	0.0531538	0.019162	0.0500879	0.4299349	0.0374716	0.296714	0.703286	0.962528	0.336135	0.587597	0.847144	1.18044	1.70185	2.97499	0.7883194	0.240808	0.0431736	0.0952635	0.010612	0.00326551	0.00771552	0.00780071	0.188992	0.0671274	0.162103	0.00525166	0.0235854	0.0782447	0.0158077	0.0502484	1.496494	1.009762	0.126185	0.37569	0.62431	0.873814
15768	-413.3566	-425.5924	12.23579	0.103913	0.00107483	0.00541848	0.0235066	0.00448933	0.0305844	0.0082458	0.24696	0.140116	0.0331287	0.0732155	0.14509	0.290026	0.0820587	0.0766076	0.320356	0.400509	0.0418989	0.237236	0.106129	0.000120119	0.122717	0.877283	0.99988	0.268187	0.526317	0.81853	1.2217	1.89999	3.72874	0.9516094	0.0821811	0.000850045	0.00428529	0.0185906	0.00355046	0.0241882	0.00652133	0.195313	0.110813	0.0262004	0.0579038	0.114747	0.229372	0.0648975	0.0605864	1.264435	0.3252458	0.0197312	0.26268	0.73732	0.980269
15804	-419.6417	-428.8963	9.254605	0.223477	0.00592556	0.0955833	0.140266	0.0139481	0.0216766	0.0254167	0.0666504	0.17456	0.455389	0.114246	0.07959	0.224126	0.0244301	0.146378	0.858077	0.0681244	0.0299982	0.0438	0.4911309	0.0482796	0.311608	0.688392	0.95172	0.530907	0.73433	0.908156	1.10113	1.36179	1.88357	0.4578237	0.123354	0.00327078	0.05276	0.077424	0.00769906	0.011965	0.0140295	0.0367896	0.0963537	0.251365	0.0630614	0.043932	0.123713	0.0134849	0.0807975	1.811662	4.200743	0.290072	0.442707	0.557294	0.709927
15840	-412.3509	-424.6352	12.28426	0.0865828	0.0146657	0.0127607	0.0201656	0.00203759	0.00459698	0.0238151	0.107468	0.0298805	0.16488	0.00776084	0.0185744	0.0381169	0.0350936	0.0365184	0.748614	0.0787786	0.00284107	0.169766	0.3317191	0.0207603	0.265191	0.73481	0.97924	0.169597	0.420906	0.763401	1.30993	2.37583	5.89635	1.282965	0.143607	0.0243246	0.021165	0.0334467	0.00337955	0.00762457	0.0394999	0.178246	0.0495599	0.27347	0.0128722	0.0308076	0.0632208	0.0582063	0.0605696	0.6029164	0.7843431	0.0961379	0.356309	0.643691	0.903862
15876	-418.6735	-429.5383	10.86484	0.0837277	0.0257184	0.0455781	0.0165715	0.000524334	0.00887951	0.00121908	0.00797058	0.0405267	0.139826	0.043299	0.0123335	0.0113694	0.0293272	0.0609404	0.732569	0.104509	0.0101024	0.152819	0.4826154	0.0467772	0.309704	0.690295	0.953223	0.160631	0.409903	0.757118	1.3208	2.4396	6.22543	1.322235	0.158632	0.0487265	0.0863529	0.0313966	0.000993412	0.0168233	0.00230969	0.0151012	0.0767826	0.264917	0.0820349	0.0233672	0.0215406	0.0555638	0.115459	0.5278114	2.250762	0.223843	0.420256	0.579744	0.776157
15912	-407.6774	-420.4661	12.78873	0.167917	0.0488873	0.0482438	0.0222873	0.00419852	0.00760694	0.00138296	0.0275605	0.041929	0.100869	0.0277934	0.0411588	0.024935	0.015123	0.0469043	0.900398	0.029681	0.0145943	0.0553262	0.351131	0.02392	0.272354	0.727646	0.97608	0.356974	0.605089	0.854932	1.16968	1.65265	2.80133	0.7448283	0.267897	0.0779954	0.0769687	0.0355575	0.00669837	0.0121362	0.00220639	0.0439704	0.0668939	0.160928	0.0443419	0.0656652	0.0397816	0.0241275	0.0748317	0.6267974	0.7959516	0.0978294	0.357522	0.642478	0.90217
15948	-414.2202	-426.9023	12.6821	0.230237	0.0512562	0.0307638	0.040349	0.00362143	0.026802	0.0386276	0.101436	0.0394663	0.278664	0.173285	0.109533	0.0621542	0.0729908	0.101852	0.838777	0.0518604	0.0270981	0.0822648	0.4156679	0.0349655	0.29279	0.70721	0.965035	0.44444	0.673345	0.883921	1.13132	1.48512	2.25002	0.5863662	0.169163	0.0376597	0.0226032	0.0296457	0.00266079	0.0196923	0.028381	0.0745285	0.0289972	0.204744	0.127318	0.0804773	0.0456668	0.0536288	0.0748341	1.361038	0.2351893	0.00738246	0.219983	0.780017	0.992618
15984	-415.6794	-427.7118	12.03248	0.221927	0.0484467	0.117101	0.0816165	0.00977777	0.02575	0.0172165	0.125694	0.126532	0.246408	0.154485	0.0714256	0.0494439	0.0171787	0.113912	0.76386	0.0320621	0.10704	0.0970375	0.820724	0.101385	0.360017	0.639983	0.898615	0.775234	0.883235	0.962004	1.0395	1.1322	1.28993	0.1840866	0.155529	0.0339521	0.0820662	0.0571979	0.00685239	0.0180459	0.0120656	0.0880882	0.088675	0.172686	0.108265	0.050056	0.0346509	0.0120391	0.0798308	1.426914	0.8660752	0.107703	0.364281	0.635719	0.892296
16020	-409.8101	-421.9654	12.15537	0.256819	0.0103929	0.100792	0.0386013	0.00442824	0.00672075	9.86276e-05	0.0581386	0.100682	0.0352056	0.0557532	0.122158	0.0250224	0.0609629	0.0130592	0.88989	0.0192127	0.0420264	0.0488705	0.5148787	0.0524547	0.316663	0.683337	0.947545	0.135071	0.376681	0.737414	1.35609	2.65477	7.4035	1.44755	0.288939	0.0116927	0.113398	0.0434291	0.00498207	0.0075613	0.000110963	0.0654099	0.113275	0.0396087	0.0627262	0.137436	0.0281519	0.0685875	0.0146925	0.8888347	0.4151947	0.0348826	0.292657	0.707343	0.965117
16056	-414.2683	-426.2342	11.96594	0.151204	0.0330046	0.227365	0.0582142	0.0144357	0.0260832	0.00443676	0.197246	0.0781821	0.195242	0.0327777	0.143353	0.0477477	0.0731552	0.0887825	0.92915	0.0442639	0.0262545	0.000331196	0.5304183	0.0551702	0.319783	0.680216	0.94483	0.629303	0.797817	0.931957	1.07301	1.25342	1.58906	0.3348838	0.110269	0.0240694	0.165811	0.042454	0.0105275	0.0190218	0.00323561	0.143846	0.057016	0.142384	0.0239039	0.104544	0.0348211	0.0533501	0.0647466	1.371229	1.159597	0.143215	0.385066	0.614934	0.856785
16092	-408.624	-419.4262	10.80213	0.33925	0.0208285	0.0514741	0.0105003	0.000796548	0.00303339	0.0106926	0.122864	0.000473535	0.163511	0.00493355	0.0696193	0.0405416	0.0649648	0.0291884	0.420663	0.416419	0.0981264	0.0647917	0.03840491	5.05494e-10	0.0496669	0.950333	1	0.161998	0.411601	0.758095	1.3191	2.42954	6.17291	1.316108	0.36374	0.0223321	0.05519	0.0112583	0.000854051	0.00325237	0.0114645	0.131734	0.000507719	0.175314	0.0052897	0.0746451	0.0434682	0.0696546	0.0312955	0.932671	0.7595516	0.0924706	0.353619	0.646381	0.907529
