Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
3960	-420.6218	-429.1748	8.553055	0.0880176	0.107769	0.109972	0.030137	0.00724666	0.0141623	0.00610644	0.0947512	0.0694402	0.0160739	0.286419	0.105091	0.0290043	0.185434	0.128373	0.32338	0.522756	0.00434604	0.149518	0.264428	0.0108996	0.235625	0.764375	0.9891	0.23798	0.49652	0.803781	1.24412	2.01402	4.20203	1.038015	0.0688715	0.0843266	0.08605	0.0235814	0.00567033	0.0110816	0.00477813	0.0741404	0.0543352	0.0125774	0.224116	0.0822309	0.0226951	0.145097	0.100448	1.277997	6.615174	0.330028	0.454715	0.545284	0.669973
3996	-414.4005	-425.6045	11.20396	0.0970967	0.0500361	0.0382836	0.0126439	0.00263395	0.00294491	0.0101397	0.0620253	0.0422529	0.0108713	0.024284	0.000710706	0.0414245	0.0880712	0.0320127	0.792128	0.00755518	0.00232736	0.197989	0.3940567	0.0312009	0.286466	0.713534	0.968799	0.138798	0.381714	0.740474	1.35049	2.61977	7.20473	1.427872	0.18838	0.0970762	0.0742748	0.0245307	0.00511019	0.00571348	0.0196722	0.120337	0.0819758	0.0210917	0.0471139	0.00137886	0.0803686	0.170869	0.0621085	0.5154314	1.767122	0.195166	0.409058	0.590942	0.804834
4032	-413.0677	-424.7231	11.65543	0.0736696	0.0153458	0.00621189	0.0166952	0.00296827	0.000807808	0.00129061	0.0607371	0.0490118	0.0239275	0.00355837	0.00676073	0.0492417	0.00595373	0.0249762	0.910601	0.0327276	0.0177607	0.0389102	0.5690461	0.0618442	0.326965	0.673035	0.938156	0.0532394	0.239211	0.640016	1.56246	4.18042	18.7831	2.12073	0.215941	0.0449818	0.0182083	0.0489372	0.0087006	0.00236785	0.00378304	0.178033	0.143664	0.0701365	0.0104303	0.0198171	0.144337	0.0174516	0.0732106	0.3411564	0.2511767	0.00923457	0.228775	0.771225	0.990765
4068	-416.7924	-426.4027	9.610318	0.0288679	0.0387444	0.0416066	0.0275415	0.000640615	0.00416659	0.000335288	0.0329213	0.0124119	0.0148415	2.69814e-05	0.00444327	0.0308072	0.0210833	0.017907	0.93023	0.00476569	0.00478694	0.0602178	0.1981616	0.0038499	0.197162	0.802838	0.99615	0.103594	0.33096	0.708237	1.41196	3.02151	9.65309	1.639398	0.104463	0.140203	0.15056	0.0996634	0.00231817	0.0150775	0.00121329	0.119131	0.0449143	0.0537064	9.76363e-05	0.0160787	0.111481	0.0762934	0.0647995	0.2763455	3.791268	0.280067	0.439548	0.560451	0.719934
4104	-406.2971	-417.364	11.06685	0.260297	0.00738615	0.0753628	0.0372495	0.00238127	0.00896475	0.00442165	0.130245	0.0488442	0.0970893	0.163255	0.0770432	0.0921199	0.0568424	0.0572776	0.874506	0.0611649	0.000927823	0.0634016	0.3603289	0.0254506	0.275569	0.724431	0.974549	0.319101	0.572881	0.840467	1.18981	1.74556	3.1338	0.8259234	0.232661	0.00660197	0.0673616	0.0332948	0.00212845	0.00801297	0.00395221	0.116417	0.0436585	0.0867815	0.145922	0.0688636	0.0823396	0.0508075	0.0511965	1.118779	2.209366	0.221691	0.419454	0.580547	0.778308
4140	-415.2302	-427.2899	12.05971	0.119361	0.072295	0.0253145	0.0116951	0.00286042	0.0103227	0.00680787	0.132772	0.0488248	0.0453284	0.202376	0.045139	0.0160087	0.0704027	0.0423035	0.688276	0.198239	0.0410009	0.0724844	0.4358683	0.0385171	0.298291	0.701709	0.961483	0.297674	0.553786	0.831625	1.20247	1.80575	3.35938	0.8761834	0.140126	0.084872	0.0297185	0.0137297	0.00335805	0.0121186	0.00799223	0.15587	0.0573187	0.0532141	0.237583	0.0529917	0.0187937	0.0826505	0.0496629	0.8518116	1.180424	0.14542	0.386214	0.613786	0.85458
4176	-419.6747	-431.6208	11.94606	0.186087	0.233073	0.0485354	0.0265116	0.00172825	0.0186716	0.0244129	0.104663	0.0973109	0.0317335	0.332865	0.0143343	0.0365924	0.0191886	0.100453	0.187518	0.224796	0.0413785	0.546308	0.09780416	6.4655e-05	0.114611	0.885389	0.999935	0.236876	0.495396	0.803213	1.245	2.01859	4.22162	1.041377	0.145818	0.182636	0.0380323	0.0207745	0.00135426	0.014631	0.01913	0.0820141	0.0762528	0.0248664	0.260833	0.0112323	0.0286738	0.0150362	0.0787153	1.276162	0.1304504	0.000473598	0.145064	0.854936	0.999526
4212	-407.3181	-419.1602	11.84213	0.153172	0.0675401	0.0579607	0.00335495	3.33262e-05	0.00370525	4.56799e-05	0.0710352	0.114037	0.0150423	0.0943579	0.0063609	0.0199935	0.0266307	0.0109907	0.938105	0.0163268	0.00564746	0.039921	0.2318475	0.00701865	0.218068	0.781932	0.992981	0.0494778	0.230813	0.63292	1.57998	4.33251	20.2111	2.173712	0.237749	0.104834	0.0899648	0.00520745	5.17279e-05	0.00575117	7.0903e-05	0.110259	0.177004	0.0233481	0.14646	0.0098732	0.0310332	0.0413353	0.0170595	0.6442594	0.1896267	0.00320091	0.191371	0.808629	0.996799
4248	-407.504	-420.0985	12.59445	0.0905572	0.0290777	0.042925	0.00207307	0.000286318	0.0025162	0.00116504	0.115346	0.0807451	0.0141247	0.0590809	0.0182614	0.0167646	0.0468072	0.029862	0.892841	0.0402051	0.0257085	0.0412458	0.3304203	0.0205528	0.264692	0.735308	0.979447	0.134538	0.375954	0.73697	1.35691	2.6599	7.43287	1.450412	0.164772	0.0529077	0.0781034	0.003772	0.000520963	0.0045783	0.00211982	0.209876	0.146918	0.0257003	0.107499	0.0332272	0.0305038	0.0851671	0.0543348	0.5495926	0.2853175	0.0137348	0.245683	0.754317	0.986265
4284	-414.5037	-426.6777	12.17403	0.15737	0.0768946	0.0641195	0.0490846	0.00408287	0.00851358	0.0339793	0.112669	0.134849	0.0193177	0.187184	0.00259504	0.0703546	0.0398622	0.0503148	0.793711	0.0275341	0.0173788	0.161376	0.4057333	0.0332293	0.289942	0.710058	0.966771	0.323335	0.576576	0.842154	1.18743	1.73438	3.09277	0.8163924	0.155628	0.0760436	0.0634099	0.0485413	0.00403768	0.00841936	0.0336033	0.111422	0.133357	0.0191039	0.185113	0.00256632	0.069576	0.039421	0.049758	1.011191	1.000751	0.125091	0.375054	0.624947	0.874908
4320	-415.2039	-426.9253	11.72138	0.121158	0.0706537	0.0736714	0.0141754	0.00197653	0.0124677	0.00566201	0.0771279	0.0131834	0.0400426	0.0251264	0.0113502	0.00225152	0.0784284	0.0879044	0.00944067	0.804593	0.0464882	0.139478	0.04592184	1.13893e-08	0.0586209	0.941379	1	0.189677	0.444514	0.77651	1.28781	2.24965	5.27212	1.202054	0.190747	0.111234	0.115985	0.0223172	0.00311176	0.0196286	0.00891403	0.121427	0.0207554	0.0630414	0.0395579	0.0178692	0.00354469	0.123474	0.138393	0.6351799	0.402352	0.0326404	0.28895	0.71105	0.96736
4356	-411.5962	-422.9075	11.31129	0.325905	0.0909489	0.685051	0.0491647	0.00426887	0.0152126	0.0130353	0.173093	0.0157252	0.177437	0.109867	0.0673507	0.0499815	0.345572	0.0214261	0.891461	0.00919328	0.00565174	0.0936942	0.3718382	0.027391	0.279439	0.720561	0.972609	0.536004	0.737759	0.909477	1.09953	1.35546	1.86566	0.4509162	0.152005	0.0424194	0.319514	0.0229309	0.00199104	0.00709532	0.00607981	0.0807324	0.00733438	0.0827584	0.0512428	0.031413	0.0233118	0.161178	0.00999334	2.14404	0.7500024	0.0910379	0.352545	0.647455	0.908962
4392	-410.1577	-421.5467	11.38903	0.273608	0.119045	0.407488	0.00810313	0.00252991	0.0104792	0.00346724	0.185078	0.0213755	0.122926	0.0422027	0.0854995	0.0996072	0.04997	0.102294	0.844311	0.0748491	0.00906668	0.0717731	0.5738195	0.0626601	0.3278	0.6722	0.93734	0.308538	0.563553	0.836173	1.19592	1.77446	3.24109	0.8502632	0.1784	0.0776206	0.265694	0.00528348	0.00164958	0.00683276	0.00226074	0.120676	0.0139374	0.0801511	0.0275174	0.0557482	0.0649469	0.0325819	0.0666984	1.533672	0.9600758	0.120049	0.372061	0.627939	0.879951
4428	-406.6233	-417.8366	11.21329	0.292684	0.108034	0.342723	0.0188234	0.00190812	0.00610641	0.00467189	0.0856437	0.0165269	0.00280609	0.0261713	0.0408665	0.0336605	0.115747	0.0716396	0.937899	0.026237	0.00403665	0.0318277	0.3107625	0.0174811	0.256826	0.743174	0.982519	0.113073	0.345399	0.717736	1.39327	2.8952	8.84383	1.576088	0.250583	0.0924936	0.293424	0.0161158	0.00163365	0.00522803	0.00399986	0.0733242	0.0141496	0.00240244	0.0224067	0.0349881	0.0288186	0.0990976	0.0613346	1.168013	1.100355	0.136734	0.381609	0.618391	0.863266
4464	-407.6772	-418.9198	11.24259	0.317699	0.0287714	0.268748	0.00853415	0.000428031	0.00258418	0.00477076	0.103602	0.0164821	0.00388261	0.0805714	0.0342476	0.0362123	0.152802	0.0185735	0.813938	0.0145487	0.0114399	0.160073	0.5345943	0.0558973	0.320598	0.679402	0.944103	0.102968	0.329983	0.707585	1.41326	3.03046	9.71177	1.64378	0.294736	0.0266918	0.249324	0.00791732	0.000397094	0.0023974	0.00442594	0.0961137	0.0152908	0.00360198	0.0747478	0.0317723	0.0335949	0.141758	0.017231	1.077909	0.9131737	0.114013	0.368342	0.631658	0.885987
4500	-409.7502	-420.6781	10.92784	0.237095	0.0870023	0.0464928	0.00144567	0.000652077	0.00834338	0.000721574	0.0721632	0.0820457	0.0315798	0.107987	0.0387871	0.0532429	0.0914453	0.0189086	0.871936	0.0244709	0.00166009	0.101933	0.2396063	0.007876	0.222472	0.777528	0.992124	0.179012	0.432144	0.769703	1.2992	2.31404	5.58621	1.243896	0.270067	0.0991013	0.0529584	0.00164671	0.000742759	0.00950366	0.00082192	0.0821987	0.0934554	0.0359715	0.123004	0.0441811	0.0606471	0.104162	0.0215381	0.8779125	2.218174	0.222154	0.419626	0.580373	0.777847
4536	-407.0605	-418.5909	11.53036	0.365432	0.117028	0.139412	0.00152742	0.000499065	0.0056009	0.0101794	0.156658	0.0602778	0.0408727	0.114893	0.0532308	0.034749	0.126058	0.039272	0.915649	0.0262404	0.0208466	0.0372645	0.3052771	0.0166497	0.25452	0.74548	0.98335	0.0797135	0.291256	0.680555	1.46939	3.43341	12.5449	1.82887	0.288722	0.092462	0.110147	0.00120679	0.000394302	0.00442518	0.00804256	0.123772	0.0476244	0.0322928	0.0907749	0.0420568	0.0274546	0.0995965	0.0310281	1.26569	0.4328701	0.0379886	0.297498	0.702502	0.962011
4572	-412.0591	-423.6152	11.55617	0.0575308	0.00533702	0.00860532	0.00423266	0.000243378	0.00230119	0.00316594	0.0323735	0.0090041	0.01251	0.00967629	0.0171677	0.0228015	0.0316141	0.0140641	0.675078	0.291586	0.00388736	0.0294486	0.4847477	0.0471536	0.310186	0.689814	0.952847	0.0536634	0.240138	0.640789	1.56058	4.16427	18.6347	2.114994	0.249453	0.0231413	0.0373126	0.0183528	0.00105529	0.00997796	0.0137275	0.140372	0.0390417	0.0542431	0.0419563	0.0744389	0.0988674	0.137079	0.060982	0.2306276	0.3182242	0.0186309	0.259884	0.740116	0.981369
4608	-405.5282	-417.4212	11.89297	0.219553	0.0417097	0.0128656	0.0054204	0.00251912	0.00760592	0.00174898	0.0440259	0.0735585	0.0325078	0.0135206	0.0267379	0.0321211	0.12804	0.0340841	0.900564	0.00827108	0.00267773	0.0884874	0.2431504	0.00828222	0.224436	0.775564	0.991718	0.134584	0.376018	0.737009	1.35684	2.65945	7.43028	1.450161	0.324774	0.061699	0.0190314	0.00801813	0.00372641	0.0112511	0.00258718	0.0651253	0.108811	0.0480871	0.0200003	0.0395521	0.0475152	0.189403	0.0504189	0.6760181	0.9981311	0.124772	0.374867	0.625133	0.875228
4644	-412.7509	-424.7263	11.97544	0.125685	0.0579157	0.170537	0.00109612	0.00153375	0.00999851	0.00240944	0.079496	0.133438	0.014888	0.00684619	0.024626	0.0322193	0.152746	0.036743	0.791931	0.00194836	0.0084232	0.197698	0.3129984	0.0178234	0.257752	0.742248	0.982177	0.160373	0.409582	0.756933	1.32112	2.44151	6.23546	1.323398	0.147833	0.0681218	0.20059	0.00128929	0.00180403	0.0117605	0.00283405	0.0935051	0.156953	0.0175117	0.00805265	0.0289657	0.0378971	0.179664	0.043218	0.8501781	0.9075716	0.113276	0.367877	0.632123	0.886724
4680	-406.8394	-418.5755	11.73609	0.165533	0.0819603	0.035155	0.00160851	0.000225799	0.00220167	0.00259732	0.0660383	0.0705561	0.0107791	0.0143453	0.0185622	0.00809378	0.0214855	0.0381066	0.850114	0.00233886	0.00444834	0.143099	0.2291702	0.00673327	0.216514	0.783486	0.993267	0.0454037	0.22134	0.624699	1.60077	4.51794	22.0247	2.235846	0.308113	0.152556	0.0654353	0.00299397	0.000420288	0.00409805	0.00483448	0.122919	0.131329	0.0200635	0.0267014	0.0345505	0.0150653	0.0399918	0.0709292	0.5372486	0.4303351	0.0375421	0.296821	0.703179	0.962458
4716	-410.0416	-422.4436	12.40208	0.118808	0.0377778	0.0405239	0.0122113	0.000634244	0.00552912	0.00374175	0.0203014	0.0452585	0.00364392	0.0385309	0.0107946	0.0139144	0.00189114	0.0364913	0.798716	0.0262658	0.00250516	0.172513	0.2533704	0.00950243	0.229936	0.770065	0.990498	0.162819	0.412617	0.758679	1.31808	2.42355	6.14177	1.312452	0.304595	0.0968532	0.103894	0.0313069	0.00162605	0.0141753	0.00959296	0.052048	0.116032	0.00934212	0.098784	0.0276746	0.0356731	0.00484844	0.0935549	0.3900523	0.09557814	5.38327e-05	0.112403	0.887597	0.999946
4752	-408.2271	-420.1383	11.9112	0.046818	0.0067484	0.0217682	0.00515283	0.000269026	0.00202408	0.00350519	0.0241224	0.0203594	0.0100186	0.0101308	0.00922505	0.016147	0.0059958	0.0350678	0.685181	0.127816	0.0108137	0.176189	0.2685742	0.0114429	0.237691	0.762309	0.988557	0.0724197	0.277939	0.670691	1.491	3.59792	13.8084	1.898256	0.215401	0.0310482	0.100152	0.0237072	0.00123774	0.00931243	0.0161268	0.110983	0.0936698	0.0460936	0.04661	0.0424428	0.0742894	0.0275856	0.161341	0.2173525	0.2283621	0.00664823	0.216042	0.783958	0.993352
4788	-411.4542	-424.2406	12.78638	0.0948749	0.0352053	0.0163408	0.0179806	0.000284203	0.0121084	0.00698749	0.125756	0.0349476	0.171093	0.0976886	0.0660037	0.0243694	0.0804967	0.0484625	0.746944	0.053933	0.0342915	0.164831	0.4611644	0.042986	0.304679	0.695321	0.957014	0.251744	0.510324	0.810687	1.23352	1.95954	3.97229	0.9973597	0.11395	0.0422836	0.0196262	0.0215958	0.000341344	0.0145429	0.00839238	0.15104	0.0419741	0.205493	0.11733	0.0792743	0.029269	0.0966812	0.0582063	0.8325992	0.2971813	0.0154455	0.251021	0.748979	0.984555
4824	-419.4433	-431.6129	12.16953	0.105535	0.074276	0.0590303	0.0573058	0.000148611	0.0243932	0.0470059	0.13621	0.350965	0.582922	0.158426	0.170168	0.0143132	0.165047	0.0776147	0.719816	0.092805	0.0505306	0.136849	0.4660002	0.043841	0.305842	0.694158	0.956159	0.912239	0.956191	0.986121	1.01407	1.04582	1.0962	0.06641625	0.0521583	0.0367093	0.0291744	0.0283221	7.34475e-05	0.0120558	0.0232316	0.0673186	0.173457	0.288096	0.0782984	0.0841015	0.00707399	0.0815709	0.0383593	2.02336	0.1676122	0.00182977	0.175434	0.824566	0.99817
4860	-417.7984	-428.6296	10.83115	0.150529	0.0894284	0.193882	0.00152445	0.00708868	0.00371241	0.00489327	0.0786886	0.0321683	0.418447	0.0943099	0.0757731	0.0167213	0.200748	0.122867	0.8008	0.0166811	0.095801	0.0867175	0.9756044	0.121994	0.373228	0.626773	0.878005	0.302016	0.557711	0.833459	1.19982	1.79304	3.31109	0.8657133	0.100973	0.0599876	0.130054	0.00102259	0.00475501	0.00249024	0.00328235	0.0527834	0.0215781	0.280689	0.0632621	0.0508278	0.0112164	0.13466	0.0824176	1.490782	1.14339	0.141473	0.384149	0.61585	0.858527
4896	-409.7381	-420.5426	10.80453	0.308834	0.0973314	0.0893914	0.00476259	0.00117675	0.0203013	0.00283645	0.251367	0.0921608	0.193149	0.156477	0.0785825	0.228012	0.134072	0.195127	0.84821	0.0826147	0.00741157	0.0617639	0.6100059	0.0687738	0.333796	0.666204	0.931226	0.619445	0.791697	0.92972	1.07559	1.26311	1.61435	0.3463003	0.166615	0.0525099	0.0482263	0.0025694	0.00063485	0.0109525	0.00153025	0.135611	0.0497204	0.104203	0.0844187	0.042395	0.123012	0.0723313	0.10527	1.853581	1.611994	0.183972	0.404351	0.59565	0.816028
4932	-423.6797	-435.5938	11.91403	0.120343	0.0831109	0.116367	0.13138	0.00480553	0.000194222	0.0113191	0.232593	0.0631357	0.0446946	0.0467168	0.246554	0.0523808	0.326211	0.0722426	0.213216	0.643076	0.00423192	0.139476	0.3824718	0.0292051	0.282872	0.717128	0.970795	0.333945	0.585727	0.846302	1.18161	1.70728	2.9945	0.7930457	0.0775383	0.0535492	0.0749766	0.0846493	0.00309625	0.000125139	0.00729303	0.149862	0.0406789	0.0287972	0.0301001	0.158857	0.0337494	0.210181	0.0465466	1.552049	0.662822	0.0774449	0.341609	0.658391	0.922555
4968	-414.172	-426.1521	11.98007	0.128212	0.0461176	0.148069	0.0176166	0.00196091	0.0416983	0.000596428	0.142021	0.114072	0.0662749	0.208512	0.250766	0.0727176	0.123303	0.0672828	0.277409	0.706655	0.00269786	0.0132384	0.2166572	0.00547396	0.209012	0.790988	0.994526	0.357376	0.605421	0.855079	1.16948	1.65174	2.79818	0.7440149	0.0897076	0.0322677	0.103602	0.012326	0.00137201	0.0291755	0.00041731	0.0993698	0.0798142	0.0463714	0.145892	0.175456	0.0508791	0.0862727	0.0470765	1.429221	0.8545601	0.106122	0.363233	0.636767	0.893878
5004	-422.2027	-430.2448	8.042149	0.147854	0.157431	0.0399132	0.00488365	2.16227e-05	0.00826597	0.00977699	0.125262	0.0170578	0.0293367	0.0513707	0.372304	0.0718643	0.134462	0.085286	0.846097	0.0231239	0.000796244	0.129983	0.3498366	0.0237062	0.271893	0.728107	0.976294	0.069033	0.271522	0.665821	1.5019	3.68294	14.4858	1.932887	0.117804	0.125434	0.0318011	0.00389108	1.7228e-05	0.00658596	0.00778988	0.0998036	0.0135909	0.0233742	0.04093	0.296635	0.0572583	0.107133	0.0679522	1.255089	5.574756	0.315799	0.45054	0.54946	0.6842
5040	-418.1498	-430.7257	12.5759	0.117779	0.108061	0.0806235	0.00680575	4.01697e-07	0.0119731	0.00169092	0.0972003	0.0169027	0.0312733	0.0921751	0.141022	0.0129052	0.0330528	0.0206841	0.722492	0.220584	0.0163105	0.0406126	0.3920913	0.0308611	0.285867	0.714133	0.969139	0.192646	0.447894	0.778347	1.28477	2.23267	5.19087	1.190824	0.152534	0.139948	0.104415	0.00881404	5.20233e-07	0.0155063	0.0021899	0.125883	0.0218904	0.0405017	0.119375	0.182635	0.0167133	0.0428063	0.0267877	0.7721483	0.4624546	0.0432141	0.304991	0.695009	0.956786
5076	-414.7298	-423.3535	8.62362	0.080391	0.0212368	0.0830869	0.0137947	9.91816e-05	0.00538188	6.82383e-06	0.103468	0.0337471	0.0327189	0.0643203	0.109525	0.028179	0.027646	0.0107015	0.847979	0.14724	0.000526524	0.00425414	1.259084	0.153423	0.390267	0.609733	0.846577	0.128261	0.367295	0.731632	1.36681	2.72261	7.79661	1.484959	0.130865	0.0345705	0.135254	0.0224559	0.000161454	0.00876094	1.11082e-05	0.168431	0.0549356	0.0532618	0.104704	0.178292	0.0458715	0.0450038	0.0174206	0.6143033	4.49454	0.29647	0.444692	0.555309	0.70353
5112	-412.7937	-423.5072	10.71348	0.175284	0.0642278	0.0829946	0.0168865	2.56121e-05	0.00641857	0.0162749	0.125349	0.0986866	0.0679114	0.302681	0.148796	0.0471289	0.0959403	0.037187	0.746561	0.0613766	0.019298	0.172764	0.4457627	0.0402635	0.300853	0.699147	0.959737	0.237166	0.495692	0.803363	1.24477	2.01738	4.21646	1.040492	0.136324	0.049952	0.0645474	0.0131331	1.99193e-05	0.00499192	0.0126575	0.0974877	0.0767516	0.0528168	0.235404	0.115723	0.0366536	0.0746157	0.0289215	1.285792	2.033752	0.211987	0.415763	0.584237	0.788014
5148	-412.2857	-424.016	11.73032	0.106671	0.0440389	0.108012	0.0198993	0.00593849	0.00608596	5.80851e-05	0.0302806	0.00461011	0.0309198	0.00987057	0.0793093	0.0717312	0.0473571	0.0569394	0.852924	0.116461	0.0236866	0.00692826	0.4100869	0.0339891	0.291202	0.708798	0.966011	0.221178	0.479103	0.794877	1.25806	2.08723	4.52124	1.090956	0.171573	0.0708338	0.173731	0.0320068	0.00955167	0.00978887	9.34261e-05	0.0487044	0.00741506	0.0497325	0.0158762	0.127564	0.115375	0.0761709	0.0915834	0.6217222	1.492683	0.174514	0.400199	0.5998	0.825486
5184	-413.4143	-424.0889	10.67468	0.054834	0.0102755	0.00262074	0.00186368	0.00231591	0.00364574	0.00444127	0.0334749	0.0152787	0.0199421	0.0697488	0.0173392	0.0322868	0.0295652	0.0203434	0.773019	0.0669396	0.0288478	0.131193	0.3180348	0.0186015	0.259807	0.740193	0.981399	0.0973224	0.321032	0.70154	1.42544	3.11495	10.2751	1.684553	0.172447	0.0323155	0.00824194	0.00586107	0.00728328	0.0114655	0.0139673	0.105275	0.0480498	0.0627158	0.219353	0.0545298	0.101538	0.0929794	0.0639779	0.3179759	2.076835	0.214459	0.416714	0.583285	0.785541
5220	-415.6097	-426.9162	11.30652	0.169317	0.0853758	0.0367729	0.0382791	0.00236862	0.0196904	0.00735628	0.314775	0.0557736	0.0121115	0.0656641	0.0514997	0.108868	0.10857	0.19165	0.709222	0.059532	0.0297201	0.201526	0.7799863	0.0954989	0.355846	0.644153	0.904501	0.514325	0.723053	0.903782	1.10646	1.38302	1.94429	0.4807679	0.133523	0.0673272	0.028999	0.0301868	0.00186789	0.0155278	0.00580115	0.248231	0.043983	0.0095511	0.0517826	0.0406126	0.085853	0.085618	0.151135	1.268072	1.582503	0.181707	0.403372	0.596629	0.818292
5256	-404.7049	-417.1222	12.4173	0.212993	0.0906704	0.0540641	0.0255015	0.00510434	0.00792709	0.00115062	0.156421	0.0655249	0.0488919	0.0197886	0.127224	0.0780879	0.0717794	0.134903	0.923435	0.00946672	0.00933193	0.0577664	0.4454663	0.0402111	0.300777	0.699222	0.959789	0.433131	0.664934	0.880461	1.13577	1.50391	2.30877	0.6050024	0.193624	0.0824253	0.0491478	0.0231825	0.00464018	0.00720623	0.00104599	0.142197	0.0595663	0.0444459	0.0179891	0.115655	0.070987	0.0652521	0.122635	1.100032	0.8430954	0.104532	0.362167	0.637833	0.895468
5292	-409.0074	-421.6338	12.62641	0.280822	0.0763328	0.0756901	0.0636968	0.0100337	0.00696579	0.0115738	0.0918233	0.0823031	0.0723427	0.021976	0.112369	0.069083	0.0634388	0.119992	0.912772	0.0130705	0.00962079	0.0645363	0.3833909	0.0293628	0.283163	0.716837	0.970637	0.851293	0.924484	0.975801	1.0248	1.08168	1.17468	0.1164136	0.242414	0.0658926	0.0653377	0.0549848	0.00866138	0.00601306	0.00999082	0.0792644	0.0710463	0.0624482	0.0189703	0.0969999	0.0596343	0.0547622	0.103581	1.158443	1.109945	0.137805	0.382189	0.617811	0.862195
5328	-414.4165	-426.2263	11.80981	0.275092	0.158523	0.155283	0.0449424	0.00333831	0.00438143	0.0421086	0.156857	0.118294	0.0224161	0.0198621	0.105179	0.060084	0.0508271	0.154055	0.776284	0.0256596	0.0118021	0.186255	0.5318571	0.0554209	0.320065	0.679935	0.944579	0.265035	0.523291	0.817059	1.2239	1.91098	3.77309	0.9601583	0.200615	0.115605	0.113243	0.0327749	0.00243451	0.00319522	0.0307083	0.114391	0.0862679	0.0163473	0.0144847	0.0767032	0.0438171	0.0370664	0.112347	1.371244	0.6961923	0.0827567	0.346053	0.653946	0.917244
5364	-406.1428	-416.8809	10.73811	0.792825	0.0929704	0.180519	0.014034	0.000614894	0.00843215	0.00159731	0.18061	0.029577	0.0347693	0.0223347	0.197231	0.0592289	0.0562912	0.107574	0.896136	0.00394353	0.0181763	0.0817441	0.4178139	0.0353416	0.293393	0.706607	0.964658	0.166622	0.417289	0.761348	1.31346	2.39642	6.0016	1.295758	0.445755	0.0522714	0.101494	0.00789045	0.000345716	0.00474087	0.000898065	0.101546	0.0166293	0.0195486	0.0125574	0.110891	0.0333007	0.031649	0.0604823	1.778609	0.9767724	0.12214	0.373314	0.626686	0.87786
5400	-403.8103	-416.1369	12.32662	0.401395	0.0584152	0.121508	0.0481475	0.000958133	0.00860666	0.0132538	0.185894	0.010709	0.104714	0.0509001	0.0937287	0.135325	0.0906525	0.179643	0.875235	0.00120814	0.0465481	0.0770086	0.5517602	0.0588725	0.323847	0.676153	0.941128	0.976018	0.988231	0.996313	1.0037	1.01191	1.02457	0.01755203	0.266912	0.0388437	0.080798	0.0320161	0.000637119	0.00572308	0.00881326	0.123612	0.00712106	0.0696308	0.0338465	0.0623258	0.0899858	0.0602803	0.119455	1.503851	0.9187398	0.114742	0.3688	0.6312	0.885258
5436	-426.0353	-436.29	10.25466	0.0409844	0.00942995	0.0187042	0.00522065	0.00671326	0.00143682	0.0118633	0.0121367	0.0535318	0.00447421	0.0497893	0.00119497	0.00205567	0.0318506	0.0132405	0.0779064	0.702703	0.00219786	0.217193	0.2329742	0.00714037	0.218717	0.781283	0.99286	0.0590777	0.251663	0.65023	1.53792	3.97356	16.9269	2.045491	0.156056	0.0359064	0.0712198	0.0198786	0.0255621	0.00547095	0.0451717	0.0462128	0.203833	0.0170364	0.189583	0.00455007	0.00782738	0.121277	0.0504156	0.2626262	2.071871	0.214177	0.416606	0.583393	0.785823
5472	-405.4594	-417.3665	11.90709	0.16953	0.0225392	0.152912	0.00498395	0.000479665	0.00682789	0.0059977	0.10541	0.0116092	0.017937	0.0265488	0.0107569	0.122933	0.0297671	0.086947	0.859591	0.0291669	0.0113268	0.0999154	0.3420021	0.0224212	0.269052	0.730948	0.977579	0.1982	0.454146	0.78172	1.27923	2.20193	5.04541	1.170272	0.218698	0.0290761	0.19726	0.00642942	0.00061878	0.00880814	0.00773717	0.135982	0.0149762	0.0231391	0.0342486	0.0138766	0.158587	0.0384002	0.112164	0.7751794	1.172871	0.144625	0.385802	0.614199	0.855375
