Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
360	-413.7204	-425.7736	12.05313	0.0558532	0.000621253	0.0159709	0.00259692	0.000297998	0.00478951	0.0104858	0.0861417	0.00989442	0.0011359	0.0241572	0.030017	0.0540709	0.0206724	0.0110887	0.738472	0.176946	0.00531989	0.0792621	0.2998109	0.0158335	0.25217	0.74783	0.984166	0.0836361	0.29816	0.685548	1.45869	3.35391	11.9566	1.794136	0.170391	0.00189526	0.0487225	0.00792241	0.000909102	0.0146113	0.031989	0.262792	0.0301849	0.00346529	0.0736964	0.0915729	0.164954	0.0630653	0.0338282	0.3277939	0.4745143	0.0453461	0.307846	0.692154	0.954654
396	-408.783	-421.3172	12.53417	0.116871	0.000427481	0.0499152	0.00591328	0.00320431	0.00284897	0.00227885	0.180074	0.0623761	0.00990621	0.0469061	0.028234	0.095092	0.0468494	0.0300524	0.855003	0.000550973	0.048889	0.0955568	0.3001279	0.0158805	0.252308	0.747692	0.98412	0.140887	0.384506	0.74216	1.34742	2.60074	7.09786	1.417066	0.171629	0.000627772	0.0733024	0.00868388	0.00470565	0.00418381	0.00334658	0.264446	0.0916016	0.0145476	0.0688833	0.0414626	0.139646	0.0688002	0.0441331	0.6809494	0.3862339	0.0298512	0.284056	0.715944	0.970149
432	-409.5869	-420.8504	11.26351	0.548441	0.00284549	0.261414	0.022873	0.00530351	0.00428266	0.0126471	0.191456	0.0807145	0.00734403	0.0314803	0.0637234	0.138059	0.0454939	0.22341	0.891099	0.00273975	0.0308854	0.0752754	0.3936456	0.0311298	0.286341	0.713659	0.96887	0.256423	0.514928	0.812962	1.23007	1.94202	3.89981	0.9840442	0.33452	0.0017356	0.159448	0.0139513	0.00323486	0.0026122	0.00771408	0.116778	0.0492316	0.00447947	0.0192013	0.0388679	0.0842089	0.0277489	0.136268	1.639487	0.9804797	0.1226	0.373587	0.626412	0.8774
468	-412.5374	-423.9532	11.41585	0.428723	0.0198153	0.0281012	0.0287184	0.000845224	0.00299314	0.00810238	0.102529	0.0896967	0.0148417	0.0263584	0.0468127	0.131813	0.0937633	0.0506906	0.830681	0.00119302	0.092596	0.07553	0.4682501	0.0442388	0.306377	0.693623	0.955761	0.155153	0.403025	0.753132	1.32779	2.48124	6.44524	1.347325	0.399257	0.0184533	0.0261698	0.0267445	0.000787131	0.00278742	0.00754549	0.0954818	0.0835318	0.0138216	0.0245468	0.0435953	0.122753	0.0873189	0.0472066	1.073804	1.107381	0.137519	0.382035	0.617965	0.862481
504	-413.3218	-424.9506	11.62879	0.338962	0.0354064	0.169483	0.0226725	0.00027008	0.0195088	0.00697298	0.234154	0.11094	0.0720584	0.0425244	0.0946519	0.153641	0.0072885	0.150499	0.939796	0.00507671	0.0477862	0.00734108	0.4537233	0.0416703	0.302854	0.697145	0.95833	0.311258	0.56597	0.837291	1.19433	1.76688	3.21277	0.8439172	0.23232	0.024267	0.116161	0.0155394	0.000185108	0.013371	0.00477917	0.160486	0.0760369	0.0493877	0.0291456	0.064873	0.105303	0.00499542	0.10315	1.459034	0.9465598	0.118334	0.37102	0.62898	0.881666
540	-414.1314	-425.384	11.2526	0.167699	0.00777047	0.016859	0.00560901	9.05247e-05	0.0105107	0.00216365	0.123068	0.130996	0.0709863	0.0582036	0.0607519	0.0771253	0.0722024	0.0286803	0.875127	0.0258654	0.0857856	0.0132224	0.6633086	0.0775233	0.341676	0.658324	0.922477	0.310792	0.565557	0.8371	1.1946	1.76817	3.21758	0.8450006	0.201388	0.00933147	0.0202458	0.00673579	0.00010871	0.0126222	0.0025983	0.147792	0.157311	0.0852467	0.0698961	0.0729563	0.0926189	0.0867071	0.0344418	0.8327163	1.909638	0.2045	0.41283	0.58717	0.7955
576	-418.8683	-429.3104	10.44211	0.0371719	0.0535336	0.0536646	0.00167422	0.000451879	0.00657306	0.00222085	0.118911	0.0163702	0.0200573	0.0462671	0.0612119	0.140251	0.0305168	0.0285956	0.778489	0.00262393	0.0876891	0.131198	0.4597899	0.0427429	0.304346	0.695655	0.957257	0.1261	0.364264	0.729743	1.37035	2.74526	7.93022	1.497245	0.0602002	0.0866981	0.0869103	0.00271142	0.000731823	0.0106451	0.00359669	0.192578	0.0265116	0.0324829	0.07493	0.0991331	0.227138	0.0494221	0.0463108	0.6174712	2.616537	0.240945	0.426446	0.573555	0.759055
612	-411.7528	-423.9081	12.15528	0.0440202	0.0113975	0.0385172	0.00551718	0.000648449	0.00493536	0.00379384	0.0443845	0.00465821	0.0173833	0.0237562	0.0257772	0.0227191	0.0557716	0.0255739	0.808549	0.0269981	0.0627586	0.101694	0.3307201	0.0206006	0.264807	0.735193	0.9794	0.0808428	0.293261	0.682014	1.46625	3.40994	12.3697	1.818698	0.133859	0.0346582	0.117126	0.016777	0.00197185	0.0150078	0.0115365	0.134967	0.014165	0.0528602	0.0722395	0.078385	0.0690858	0.169594	0.0777667	0.3288537	0.2807144	0.0130897	0.243541	0.756459	0.98691
648	-417.109	-428.0663	10.95728	0.222904	0.0843148	0.095706	0.0268448	0.00206512	0.0137269	0.00268752	0.0441032	0.0270244	0.0618739	0.0820704	0.0286704	0.0339574	0.0688181	0.0686443	0.802809	0.0419819	0.00409659	0.151112	0.2243075	0.00622912	0.213647	0.786353	0.993771	0.24132	0.499907	0.805488	1.24148	2.00037	4.14387	1.027936	0.258166	0.0976532	0.110846	0.0310916	0.00239181	0.0158984	0.00311268	0.0510802	0.0312996	0.0716621	0.0950537	0.033206	0.0393294	0.0797049	0.0795036	0.863411	2.501707	0.235916	0.424659	0.575341	0.764084
684	-409.8364	-421.9858	12.14941	0.171645	0.0183936	0.064928	0.0265199	0.00687299	0.0108669	0.00679959	0.21706	0.0264811	0.0675539	0.0679923	0.0362903	0.0139856	0.193849	0.0772488	0.894615	0.060981	0.0162923	0.028112	0.4429525	0.0397672	0.300134	0.699866	0.960233	0.266413	0.524616	0.817703	1.22294	1.90616	3.75357	0.9564091	0.170538	0.018275	0.0645096	0.026349	0.00682869	0.0107969	0.00675576	0.215661	0.0263104	0.0671185	0.067554	0.0360564	0.0138954	0.1926	0.076751	1.006487	0.8595089	0.106804	0.363687	0.636313	0.893197
720	-415.1181	-426.7562	11.63814	0.105091	0.0309167	0.0532329	0.00526889	0.00261322	0.00343744	0.0168721	0.0440309	0.0291035	0.0238827	0.0431439	0.0224657	0.0803243	0.0279589	0.0204621	0.346543	0.493866	0.102004	0.057587	0.07509112	6.1219e-06	0.091288	0.908712	0.999994	0.125612	0.363576	0.729313	1.37115	2.75046	7.96102	1.500048	0.206545	0.0607634	0.104623	0.0103554	0.005136	0.00675592	0.0331603	0.0865381	0.0571997	0.0469388	0.0847948	0.044154	0.157869	0.0549503	0.040216	0.5088042	0.733	0.0884595	0.350577	0.649423	0.911541
756	-417.0901	-427.6868	10.59666	0.222437	0.0921754	0.0162779	0.0261831	0.0139174	0.00962211	0.00642672	0.0634844	0.145573	0.168788	0.0736906	0.0723393	0.181519	0.0978258	0.0153351	0.46453	0.256124	0.0693916	0.209955	0.0309977	5.56567e-12	0.0406119	0.959388	1	0.292241	0.548834	0.829297	1.20584	1.82205	3.42183	0.8895016	0.184504	0.0764563	0.0135019	0.021718	0.011544	0.00798121	0.00533074	0.0526581	0.120748	0.140004	0.0611238	0.060003	0.150564	0.0811431	0.0127199	1.205596	0.7923517	0.0973067	0.357149	0.642851	0.902693
792	-408.5143	-421.0961	12.58174	0.255516	0.056986	0.126414	0.024162	0.0108995	0.00457865	0.00385796	0.0668767	0.00134181	0.0172557	0.112555	0.0182559	0.0081167	0.0730625	0.0426762	0.864399	0.00281014	0.00309886	0.129692	0.3825964	0.0292265	0.282912	0.717088	0.970774	0.226515	0.484706	0.797765	1.2535	2.0631	4.41473	1.073718	0.310638	0.0692792	0.153685	0.0293743	0.0132507	0.00556638	0.00469022	0.0813036	0.00163127	0.0209782	0.136835	0.0221942	0.00986767	0.0888239	0.0518826	0.8225548	0.5441431	0.0575551	0.322425	0.677575	0.942445
828	-413.5772	-424.8738	11.29654	0.049327	0.00314065	0.0329333	0.023853	0.00056103	0.00308035	0.00286975	0.0366641	0.0183276	0.133525	0.0247469	0.018779	0.0135242	0.0286849	0.0211408	0.325059	0.597448	0.0515198	0.0259737	0.05243795	8.35508e-08	0.0661985	0.933801	1	0.109047	0.339345	0.713787	1.40098	2.94685	9.17037	1.602304	0.119971	0.00763857	0.0800989	0.0580144	0.00136451	0.0074919	0.00697968	0.089173	0.0445755	0.324754	0.0601883	0.0456735	0.032893	0.0697661	0.0514179	0.4111576	0.6009199	0.0672512	0.332344	0.667656	0.932749
864	-414.4537	-425.5471	11.09336	0.405703	0.00741656	0.154747	0.0465092	0.000151446	0.00500498	0.00428996	0.0767585	0.152253	0.0752508	0.0741815	0.0357805	0.00397768	0.0673491	0.0012962	0.126462	0.66231	0.0861249	0.125103	0.03427992	5.1946e-11	0.0446533	0.955347	1	0.224153	0.482235	0.796494	1.2555	2.07368	4.46124	1.081297	0.365278	0.00667755	0.139327	0.0418749	0.000136355	0.00450627	0.0038625	0.0691101	0.137082	0.0677526	0.0667899	0.0322152	0.00358134	0.0606382	0.00116704	1.11067	0.3582617	0.0251049	0.274856	0.725144	0.974895
900	-424.5216	-436.6231	12.10157	0.0683534	0.0955596	0.173604	0.0828503	0.0034481	0.0170754	0.0185675	0.0404083	0.0549362	0.192824	0.0923908	0.138908	0.0123127	0.0452703	0.0147934	0.643073	0.0591353	0.284481	0.0133114	0.7125844	0.0853167	0.348114	0.651886	0.914683	0.307321	0.562467	0.83567	1.19664	1.77788	3.25393	0.8531223	0.0650178	0.0908964	0.165132	0.0788073	0.00327984	0.0162421	0.0176615	0.0384364	0.0522554	0.183415	0.0878822	0.13213	0.0117119	0.0430611	0.0140715	1.051302	0.6959726	0.0827221	0.346025	0.653975	0.917278
936	-417.4416	-427.9497	10.50805	0.0481269	0.0161922	0.0575608	0.00623413	0.00042963	0.0054579	0.00428564	0.0169141	0.0174591	0.0503315	0.0145371	0.0470303	0.00509643	0.0310849	0.021353	0.747562	0.0965039	0.00815185	0.147782	0.1251138	0.000366235	0.14033	0.85967	0.999634	0.132413	0.373047	0.735188	1.3602	2.68063	7.55212	1.461921	0.140683	0.0473327	0.16826	0.0182235	0.00125589	0.0159544	0.0125277	0.0494429	0.0510361	0.147128	0.0424946	0.137478	0.0148978	0.0908666	0.0624186	0.3420937	2.442211	0.233194	0.42368	0.576321	0.766806
972	-414.2778	-426.5608	12.28295	0.0647497	0.0436978	0.112094	0.0188186	0.00355023	0.0104682	0.00568403	0.117426	0.0694839	0.0546112	0.0417277	0.08991	0.0245216	0.00268751	0.0566264	0.31443	0.607539	0.0263616	0.0516697	0.0588828	3.92671e-07	0.0735307	0.926469	1	0.279375	0.536914	0.823636	1.21413	1.8625	3.57942	0.9220572	0.0904253	0.0610256	0.156543	0.0262809	0.00495803	0.0146193	0.00793796	0.16399	0.0970368	0.0762665	0.0582742	0.125563	0.0342453	0.0037532	0.0790808	0.7160573	0.3512657	0.0239423	0.272402	0.727598	0.976058
1008	-412.2168	-423.6216	11.40476	0.131289	0.106515	0.0487487	0.0602846	0.00187951	0.00903775	0.00899723	0.251905	0.0998641	0.0667965	0.056824	0.225152	0.0318893	0.183885	0.0648059	0.0536553	0.503386	0.173223	0.269736	0.0393064	7.80926e-10	0.050753	0.949247	1	0.391254	0.632763	0.866944	1.15348	1.58037	2.55589	0.678527	0.0974043	0.0790247	0.0361671	0.0447257	0.00139442	0.00670519	0.00667513	0.186891	0.0740901	0.0495569	0.0421583	0.167042	0.023659	0.136426	0.0480801	1.347874	0.1756966	0.00228233	0.181458	0.818542	0.997718
1044	-408.7864	-419.2127	10.42636	0.395548	0.0792045	0.0197706	0.00737646	0.000262489	0.00322329	0.00148323	0.276589	0.195817	0.0403815	0.147145	0.0260885	0.0118666	0.118773	0.0217529	0.880557	0.00400093	0.0116119	0.103831	0.2934091	0.0148944	0.249352	0.750648	0.985106	0.0310651	0.183941	0.589648	1.69593	5.43654	32.1905	2.510257	0.294026	0.0588758	0.0146963	0.00548321	0.000195118	0.00239599	0.00110255	0.205599	0.145558	0.0300172	0.109378	0.0193926	0.00882087	0.0882883	0.0161698	1.345282	0.7535786	0.0915758	0.35295	0.64705	0.908424
1080	-407.6648	-419.8129	12.14808	0.538952	0.0452405	0.00429372	0.000190388	0.00309841	0.00982116	0.0097098	0.185577	0.112354	0.0504377	0.196423	0.137078	0.0273624	0.241967	0.0463006	0.892993	0.0129556	0.0351082	0.0589427	0.4388051	0.0390351	0.29906	0.70094	0.960965	0.518064	0.725611	0.904778	1.10524	1.37815	1.93026	0.4755315	0.335001	0.0281206	0.00266889	0.000118341	0.00192591	0.00610463	0.00603541	0.115351	0.0698368	0.0313511	0.122092	0.0852047	0.0170079	0.150402	0.0287795	1.608804	0.6224447	0.070844	0.33573	0.664269	0.929156
1116	-409.6135	-421.1457	11.5322	0.428918	0.00828371	0.0179675	0.000754385	0.000135762	0.0125582	0.00408063	0.265439	0.13656	0.0734414	0.228096	0.0594076	0.200119	0.178062	0.0816683	0.806509	0.0839547	0.082719	0.0268174	0.4513852	0.041257	0.302272	0.697728	0.958743	0.537726	0.738914	0.909921	1.099	1.35334	1.85968	0.4485961	0.252976	0.00488572	0.0105972	0.000444935	8.00723e-05	0.00740682	0.00240675	0.156556	0.0805429	0.0433156	0.134531	0.0350385	0.11803	0.105021	0.0481679	1.695493	1.119573	0.138871	0.382763	0.617237	0.861129
1152	-404.5482	-416.5713	12.02311	0.315364	0.0300176	0.0459745	0.00133966	0.00160541	0.0100134	0.00188323	0.18688	0.188701	0.0659134	0.128778	0.0267655	0.0294079	0.0855411	0.0691693	0.891463	0.00548224	0.0371992	0.065856	0.5159093	0.0526352	0.316875	0.683125	0.947365	0.331841	0.583924	0.845488	1.18275	1.71255	3.01349	0.7976175	0.265602	0.0252811	0.0387201	0.00112827	0.00135209	0.00843336	0.00158608	0.157392	0.158926	0.0555129	0.108458	0.0225421	0.0247676	0.0720435	0.058255	1.187354	0.8766142	0.109137	0.365221	0.634779	0.890863
1188	-408.155	-420.2887	12.13378	0.191324	0.00428579	0.099191	0.000962644	0.000380223	0.0110092	0.000982478	0.117436	0.204787	0.0779132	0.173924	0.0421967	0.0270203	0.0344843	0.0825853	0.832994	0.0632597	0.00803877	0.0957078	0.3326811	0.0209143	0.265558	0.734442	0.979086	0.336567	0.587965	0.847309	1.18021	1.70078	2.97118	0.7873915	0.179062	0.00401109	0.0928334	0.000900944	0.000355853	0.0103035	0.000919507	0.109909	0.191662	0.0729194	0.162777	0.0394921	0.0252885	0.0322741	0.077292	1.068484	1.065623	0.132784	0.379437	0.620563	0.867216
1224	-418.0949	-430.6941	12.59925	0.0708077	0.0467736	0.0514259	0.00715081	0.00190374	0.0110625	0.0393367	0.061444	0.0613505	0.0829299	0.166067	0.00189231	0.10942	0.037876	0.0558324	0.842373	0.0953262	0.0572485	0.00505243	0.2869408	0.0139649	0.246429	0.753571	0.986035	0.1624	0.412098	0.758381	1.3186	2.42661	6.15764	1.314318	0.08793	0.0580842	0.0638615	0.00887998	0.0023641	0.0137375	0.0488489	0.0763021	0.0761859	0.102984	0.206225	0.0023499	0.135879	0.0470349	0.0693335	0.8052731	0.1901446	0.00323844	0.191728	0.808272	0.996762
1260	-409.3445	-421.3293	11.9848	0.210843	0.0366722	0.0332193	0.00160954	0.00334214	0.00305274	0.0127252	0.0639121	0.104822	0.0432501	0.0164774	0.0216153	0.0113788	0.009703	0.047788	0.951195	0.00679468	0.00460488	0.0374059	0.2168611	0.00549348	0.209138	0.790862	0.994507	0.0586725	0.25082	0.649549	1.53953	3.98692	17.0438	2.050467	0.339844	0.0591095	0.0535441	0.00259431	0.00538698	0.00492052	0.020511	0.103016	0.168956	0.0697121	0.0265589	0.0348404	0.0183408	0.0156396	0.0770265	0.6204102	0.2067785	0.00457017	0.2028	0.7972	0.99543
1296	-407.2072	-419.038	11.83073	0.099175	0.0233424	0.0347641	0.00752564	0.000690883	0.000950794	0.00495388	0.0511696	0.0273246	0.0397645	0.00318202	0.00376371	0.00882194	0.00464494	0.0100834	0.933092	0.00134782	0.0282653	0.037295	0.292931	0.014825	0.249138	0.750862	0.985175	0.0701494	0.273655	0.667448	1.49824	3.65424	14.2553	1.921287	0.309769	0.0729091	0.108584	0.0235061	0.00215795	0.00296977	0.0154732	0.159826	0.0853474	0.124203	0.00993891	0.0117558	0.027555	0.0145083	0.0314951	0.3201575	0.5634581	0.0608864	0.325973	0.674027	0.939114
1332	-411.1276	-422.0275	10.89994	0.279905	0.1216	0.0419911	0.0397022	0.00597637	0.00701933	0.00769496	0.0612683	0.034372	0.288073	0.0583237	0.0410078	0.0773735	0.097613	0.093331	0.895167	0.0431925	0.00769255	0.0539478	0.4287327	0.03726	0.296391	0.703609	0.96274	0.472443	0.693712	0.892177	1.12085	1.44152	2.11666	0.5421853	0.222987	0.0968731	0.0334524	0.0316288	0.0047611	0.00559197	0.00613022	0.0488096	0.0273826	0.229494	0.0464638	0.032669	0.0616398	0.0777637	0.0743524	1.255251	2.555167	0.238292	0.425507	0.574493	0.761707
1368	-407.679	-420.2466	12.56763	0.393867	0.0454025	0.06155	0.0187725	0.00898807	0.0121619	0.000589869	0.166862	0.00800217	0.292065	0.04781	0.109805	0.0387025	0.0844742	0.263497	0.7873	0.051823	0.00842631	0.152451	0.5282583	0.0547937	0.319358	0.680642	0.945206	0.78888	0.890783	0.964561	1.03674	1.12261	1.26762	0.1714692	0.25369	0.0292438	0.0396444	0.0120914	0.00578923	0.00783352	0.000379936	0.107476	0.00515421	0.18812	0.0307945	0.0707258	0.0249283	0.0544099	0.169719	1.552551	0.126393	0.000390253	0.141474	0.858526	0.99961
1404	-402.9148	-414.88	11.96523	0.303427	0.0615991	0.0899776	0.0181284	0.00326718	0.00603372	0.00387446	0.224312	0.103508	0.169576	0.0637938	0.0569916	0.0639377	0.162842	0.217058	0.899376	0.0294922	0.0170634	0.0540687	0.4538312	0.0416893	0.302881	0.697119	0.958311	0.460973	0.685446	0.888846	1.12505	1.4589	2.16933	0.5599565	0.195971	0.0397843	0.0581129	0.0117084	0.00211014	0.00389693	0.00250236	0.144874	0.0668513	0.109522	0.0412018	0.0368086	0.0412948	0.105173	0.140189	1.548325	0.7804857	0.0955723	0.3559	0.6441	0.904428
1440	-409.4774	-421.4719	11.99446	0.0612262	0.0146875	0.0384801	0.0067548	0.000661343	0.00260948	0.00141193	0.0331731	0.00585491	0.0721465	0.0240886	0.0341079	0.00871255	0.0354377	0.00592305	0.862766	0.0306177	0.0229594	0.0836571	0.3252075	0.0197252	0.262665	0.737335	0.980275	0.137956	0.380583	0.739789	1.35174	2.62755	7.24869	1.432269	0.177326	0.0425384	0.111447	0.0195635	0.00191541	0.00755767	0.00408928	0.0960773	0.0169572	0.208954	0.0697662	0.0987845	0.0252336	0.102636	0.0171545	0.3452755	0.8824772	0.10993	0.365736	0.634264	0.89007
