Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
0	-415.9864	-427.3078	11.32141	0.386695	0.218895	0.0130205	0.38139	0.1176364	2.176068	0.2385815	0.4872798
6	-420.4572	-429.1034	8.646142	0.18015	0.64742	0.0278979	0.144531	0.09184631	2.176068	0.2148611	3.698871
12	-419.0029	-430.0978	11.09488	0.176052	0.730135	0.0278588	0.0659539	0.06783044	2.176068	0.332971	0.4435015
18	-412.2348	-423.3675	11.13268	0.442069	0.350229	0.0616794	0.146022	0.06144948	2.021291	0.3051603	0.4304234
24	-410.3552	-422.1529	11.79771	0.896207	0.00932104	0.017305	0.0771665	0.3470998	1.212868	0.8201113	1.20445
30	-414.6026	-426.3473	11.74465	0.94288	0.00938547	0.0263878	0.021347	0.3470998	2.010578	0.4658195	0.6125034
36	-412.7072	-423.4462	10.73899	0.911824	0.00907634	0.0255186	0.0535808	0.2947363	2.004416	0.3359235	1.623935
42	-412.7777	-425.3678	12.59011	0.904539	0.0139898	0.0286033	0.0528675	0.2995196	1.423725	0.6802906	0.2246215
48	-413.2617	-425.2077	11.94606	0.932211	0.00569733	0.0294783	0.0326129	0.2995196	1.512014	0.863124	0.7503598
54	-422.7831	-434.5946	11.81155	0.883144	0.0542179	0.029738	0.0329002	0.3375089	1.910496	0.6629975	0.6106486
60	-413.8873	-424.4625	10.57524	0.744314	0.0860288	0.0461859	0.123472	0.7648936	0.1348959	1.902496	1.866548
66	-412.6565	-424.2689	11.61243	0.805071	0.0930512	0.0366216	0.065256	0.3731304	0.6005261	1.750227	0.8772407
72	-414.4917	-425.1837	10.69191	0.869516	0.0125571	0.0235955	0.0943316	0.4709121	0.9527191	1.302805	2.121506
78	-410.3178	-421.8197	11.50194	0.904216	0.0130582	0.0277172	0.0550088	0.4256068	0.6655495	1.391064	1.386521
84	-410.7825	-422.2065	11.42399	0.899427	0.0458162	0.0338962	0.020861	0.5815213	0.2066425	1.83556	1.139108
90	-412.4585	-423.2572	10.79873	0.868268	0.0965889	0.032722	0.00242116	0.600034	0.251483	1.832962	1.785206
96	-411.4243	-422.5933	11.16898	0.890673	0.0936474	0.0130552	0.00262416	0.4774152	0.2619537	2.066143	1.100351
102	-413.8862	-423.3922	9.505989	0.932422	0.0372792	0.0233634	0.00693564	0.4127434	0.5221339	2.475279	2.076448
108	-413.0211	-423.0047	9.98357	0.904842	0.0567407	0.0226724	0.015745	0.4127434	1.319915	2.535081	0.5705937
114	-410.5195	-422.3589	11.83939	0.87533	0.0243338	0.0592142	0.0411219	0.4127434	0.5298964	1.720927	0.7365697
120	-408.5983	-419.6785	11.08017	0.872774	0.0206824	0.0709976	0.0355458	0.630342	0.6722427	1.948649	0.8019326
126	-408.2323	-419.0804	10.8481	0.893452	0.0388599	0.0322551	0.0354332	0.3915213	1.144196	1.5164	1.431753
132	-403.7741	-416.0807	12.30658	0.901297	0.0456296	0.0314022	0.0216717	0.3915213	1.083925	0.9483436	0.6855407
138	-407.8292	-420.4913	12.6621	0.90833	0.0459857	0.0238438	0.0218408	0.3409531	1.132902	0.9426352	0.2731849
144	-409.6228	-421.4955	11.87273	0.873919	0.0476721	0.0247182	0.0536908	0.4646109	1.279228	1.185349	0.6118988
150	-413.287	-425.0083	11.7213	0.804661	0.0738591	0.0382963	0.0831839	0.4501929	1.341347	1.185349	0.7092229
156	-410.5937	-422.7145	12.12076	0.86016	0.0441027	0.0301809	0.0655565	0.3621335	1.529171	0.9408084	0.4627813
162	-416.1121	-426.8616	10.74953	0.886432	0.0321395	0.0219514	0.0594776	0.3113345	1.036668	1.823141	1.245333
168	-416.6324	-428.6306	11.99821	0.760734	0.152496	0.0188386	0.0679321	0.3652673	1.036668	1.482066	0.4465463
174	-413.6494	-425.9856	12.33621	0.832046	0.105724	0.0135106	0.0487191	0.3652673	0.6119138	1.612194	0.3354013
180	-416.779	-428.4956	11.71665	0.671426	0.0975563	0.00719859	0.223819	0.3508988	0.9499181	1.837943	0.2365316
186	-415.1547	-427.4022	12.24756	0.805403	0.0577776	0.00426335	0.132556	0.383445	0.9660661	1.400542	0.3402879
192	-413.8283	-426.3961	12.56782	0.786208	0.0769142	0.00748059	0.129397	0.4621859	0.4250454	1.45203	0.1423943
198	-407.8726	-420.4397	12.56715	0.888841	0.0869548	0.00845713	0.0157469	0.4621859	0.3509303	1.592468	0.2279426
204	-414.1498	-426.3084	12.15859	0.78323	0.177421	0.00745225	0.0318973	0.4621859	0.5167694	1.592468	0.5736476
210	-410.4802	-422.6698	12.18953	0.871333	0.0724247	0.0149603	0.0412824	0.500618	1.231848	0.9623511	0.5476078
216	-409.3629	-422.3283	12.96545	0.814168	0.0628276	0.0170823	0.105922	0.3528834	0.9252081	0.8195564	0.2235338
222	-412.2124	-423.97	11.75762	0.918618	0.00856431	0.0330253	0.0397923	0.3528834	0.7491275	0.837286	1.764646
228	-416.4252	-428.4396	12.01441	0.903422	0.0249646	0.032479	0.039134	0.7585967	0.8157865	0.8562653	0.946282
234	-411.8194	-424.653	12.83363	0.933228	0.0339445	0.0180996	0.0147282	0.371837	0.5721447	0.8562653	0.7633845
240	-414.7086	-427.6012	12.89259	0.822058	0.093261	0.0746209	0.0100597	0.4502978	0.5048112	0.9858167	0.5955876
246	-407.9734	-420.1743	12.20083	0.92073	0.0418188	0.0288178	0.0086332	0.3828587	0.9022752	1.301211	0.5955876
252	-411.0548	-423.0015	11.94667	0.829176	0.0718337	0.013135	0.0858552	0.4128272	1.530818	0.4339838	0.8202837
258	-412.0501	-421.6176	9.567546	0.901947	0.0370852	0.0112947	0.0496736	0.4025234	1.66985	1.134637	3.150783
264	-407.1255	-418.7628	11.63729	0.915652	0.0376487	0.0114663	0.0352334	0.4025234	1.213963	0.7507664	1.386774
270	-411.2849	-422.2572	10.97227	0.934029	0.0434254	0.0132284	0.00931754	0.2513344	1.864846	0.4779583	1.60472
276	-411.7568	-423.9218	12.16491	0.948903	0.0288735	0.013439	0.00878419	0.3643495	1.389078	0.6432888	0.7608841
282	-410.3963	-422.6722	12.27592	0.759744	0.13493	0.0169678	0.0883581	0.3166759	1.31754	0.6575043	0.7461741
288	-410.181	-422.4241	12.24303	0.698305	0.137591	0.0155957	0.148508	0.3462437	1.31754	0.5744919	0.7900133
294	-410.8367	-422.7475	11.91079	0.737048	0.128778	0.0445909	0.0895832	0.4425424	1.506004	0.6541075	0.8241298
300	-409.0716	-420.2993	11.2277	0.793905	0.0863418	0.0178378	0.101916	0.2841113	2.232889	0.2352111	0.711494
306	-417.8628	-427.7015	9.83867	0.878971	0.0673394	0.0249389	0.0287505	0.2113079	2.232889	0.1684355	2.023247
312	-417.4208	-428.5595	11.13876	0.85114	0.111286	0.0301773	0.00739663	0.3084573	2.232889	0.1684355	0.5968911
318	-413.0811	-424.2552	11.17405	0.858137	0.0723028	0.0196062	0.0499536	0.3084573	2.221786	0.3369084	0.9135738
324	-411.1619	-422.6895	11.52761	0.886104	0.0497677	0.0280502	0.0360782	0.5013114	2.364464	0.489315	0.3135152
330	-416.9581	-427.9656	11.00744	0.90435	0.0507925	0.0286278	0.0162294	0.2965402	2.028773	0.3173166	1.266769
336	-420.1863	-430.2269	10.0406	0.919343	0.0450695	0.019089	0.0164985	0.3733516	1.705191	0.514595	3.090204
342	-419.9265	-427.7946	7.868126	0.789158	0.03462	0.0450299	0.131192	0.3369965	2.214277	0.1394249	5.414813
348	-416.5451	-427.528	10.98296	0.813553	0.0356902	0.0519166	0.0988402	0.6399334	1.652248	0.2488257	1.254648
354	-413.1921	-424.2001	11.00804	0.702107	0.106231	0.0471278	0.144533	0.4043194	1.730575	0.3363834	1.544023
360	-413.7204	-425.7736	12.05313	0.738472	0.176946	0.00531989	0.0792621	0.2998109	1.794136	0.3277939	0.4745143
366	-415.2561	-426.5197	11.26355	0.84521	0.0885602	0.0224246	0.0438055	0.7513615	1.794136	0.5732314	0.8923469
372	-409.9856	-422.2395	12.25395	0.826513	0.0268908	0.0642748	0.0823213	0.3225891	1.467727	0.4821056	0.6602936
378	-411.4717	-423.2706	11.79889	0.747468	0.0205859	0.0545187	0.177427	0.5604281	1.462559	0.7364247	0.8168219
384	-407.746	-419.6541	11.90808	0.860351	0.00311482	0.0424737	0.09406	0.4044498	1.138617	1.01615	0.941021
390	-412.2692	-425.2178	12.94859	0.821551	0.00243422	0.0547558	0.121259	0.3710531	0.7405057	0.6668048	0.6178954
396	-408.783	-421.3172	12.53417	0.855003	0.000550973	0.048889	0.0955568	0.3001279	1.417066	0.6809494	0.3862339
402	-407.2831	-419.7146	12.43149	0.85405	0.000550359	0.0223787	0.123021	0.4828314	0.7821247	1.04942	0.6788282
408	-407.0459	-419.0831	12.03723	0.812937	0.00326222	0.0273845	0.156416	0.4828314	1.297356	0.9612274	0.6482684
414	-406.4772	-418.6162	12.13901	0.838318	0.00115638	0.0723566	0.0881689	0.5390788	0.7978974	1.271843	0.6482684
420	-410.0087	-421.6012	11.59257	0.863442	0.00112942	0.0667828	0.0686461	0.5751454	0.5217217	1.508914	1.118694
426	-405.1796	-416.4655	11.28589	0.95605	0.00215452	0.0243588	0.017437	0.3936456	0.9591	1.508914	1.164976
432	-409.5869	-420.8504	11.26351	0.891099	0.00273975	0.0308854	0.0752754	0.3936456	0.9840442	1.639487	0.9804797
438	-407.5211	-418.5536	11.03253	0.907224	0.00171761	0.0422355	0.048823	0.4760186	0.7344638	1.921853	0.9804797
444	-412.6522	-425.0501	12.39785	0.89979	0.0016523	0.0821016	0.0164565	0.3924023	1.249186	0.8984905	0.4813896
450	-409.5179	-421.1186	11.60072	0.944273	0.00173399	0.0403343	0.0136589	0.4288494	1.308548	1.25721	0.7927846
456	-405.3821	-416.5308	11.14867	0.874226	0.00160536	0.00961651	0.114552	0.3395856	1.405016	1.25721	1.220233
462	-406.2027	-418.2812	12.07851	0.897322	0.00128873	0.0094303	0.0919594	0.3746071	1.364414	0.9557656	0.6420878
468	-412.5374	-423.9532	11.41585	0.830681	0.00119302	0.092596	0.07553	0.4682501	1.347325	1.073804	1.107381
474	-411.1265	-422.0077	10.88127	0.921338	0.00087813	0.0681556	0.00962871	0.4682501	1.154465	1.073804	1.955003
480	-412.7881	-422.8884	10.10035	0.885113	0.00163248	0.0989406	0.0143136	0.5699203	1.140044	1.073804	2.983723
486	-409.2146	-421.389	12.17434	0.955048	0.0011937	0.0384105	0.00534734	0.429927	1.204673	1.132876	0.4799507
492	-406.1388	-418.4335	12.29473	0.944658	0.00727986	0.0427733	0.00528917	0.429927	0.559251	1.150411	0.9666153
498	-412.1835	-421.9387	9.755256	0.888315	0.0210848	0.0530089	0.0375914	0.511519	1.05046	1.881873	2.133148
504	-413.3218	-424.9506	11.62879	0.939796	0.00507671	0.0477862	0.00734108	0.4537233	0.8439172	1.459034	0.9465598
510	-411.9498	-423.8181	11.86838	0.878638	0.0358765	0.0786223	0.00686335	0.5511378	0.9125922	1.101238	0.9754083
516	-414.0598	-425.3711	11.31123	0.762888	0.152989	0.0795519	0.00457137	0.7569152	1.325888	0.9497983	1.057802
522	-416.5677	-427.3521	10.78445	0.898482	0.0587462	0.0414725	0.00129904	1.166923	1.086934	0.9397391	1.447207
528	-409.4748	-421.0995	11.62465	0.903502	0.0556292	0.0396386	0.00123011	0.7163614	1.272122	1.328503	0.4350821
534	-406.4096	-418.7293	12.31966	0.899115	0.055359	0.0394461	0.00607995	0.4390262	0.530513	1.229786	0.8721146
540	-414.1314	-425.384	11.2526	0.875127	0.0258654	0.0857856	0.0132224	0.6633086	0.8450006	0.8327163	1.909638
546	-415.6414	-424.4971	8.855691	0.880304	0.0152968	0.0910986	0.0133006	0.5805665	1.359512	0.907131	5.371332
552	-410.9954	-423.1369	12.14145	0.937161	0.0129012	0.0256741	0.0242639	0.4029958	1.765479	0.6117013	0.394059
558	-409.3977	-421.9085	12.51071	0.937428	0.00517739	0.0256814	0.0317135	0.3275901	1.473113	0.7156535	0.2596321
564	-413.5018	-424.1198	10.61801	0.805147	0.0110267	0.141317	0.0425096	0.4721427	1.486432	0.9636902	2.007439
570	-413.4525	-419.818	6.365437	0.950117	0.000547424	0.017247	0.0320891	0.3402991	1.239692	0.9355537	15.74542
576	-418.8683	-429.3104	10.44211	0.778489	0.00262393	0.0876891	0.131198	0.4597899	1.497245	0.6174712	2.616537
582	-412.2319	-423.3755	11.14359	0.858128	0.00546854	0.0456823	0.0907212	0.4472984	1.329331	0.7884877	1.755727
588	-417.6884	-428.733	11.04459	0.932105	0.0039054	0.0297712	0.0342188	0.4753052	0.6665756	1.379657	1.898419
594	-415.9847	-424.7193	8.734632	0.791728	0.00759469	0.110304	0.0903732	0.6677516	0.7340411	1.414314	5.578344
600	-413.0906	-423.5749	10.48432	0.894973	0.00382983	0.0556241	0.0455732	0.4139953	0.6887036	1.423024	2.666147
606	-411.4966	-423.031	11.53441	0.858325	0.0270169	0.0709512	0.043707	0.4138465	1.471479	0.703843	1.238689
612	-411.7528	-423.9081	12.15528	0.808549	0.0269981	0.0627586	0.101694	0.3307201	1.818698	0.3288537	0.2807144
618	-413.4853	-425.1854	11.70016	0.842103	0.0422539	0.065363	0.0502804	0.7641643	1.797322	0.3813021	0.4295576
624	-410.8832	-422.6708	11.78753	0.849475	0.0433718	0.0564322	0.0507206	0.3762504	1.962184	0.3116572	0.5067223
630	-423.3992	-430.1096	6.710425	0.763559	0.117727	0.0236577	0.0950566	1.052546	1.552125	0.4373747	10.59494
636	-426.2554	-435.3876	9.13217	0.735081	0.147749	0.0256585	0.0915113	0.7329754	1.77478	0.2453608	3.586564
642	-413.1684	-425.1086	11.94021	0.737212	0.105611	0.0190333	0.138144	0.4135668	0.9886945	0.7545722	1.287702
648	-417.109	-428.0663	10.95728	0.802809	0.0419819	0.00409659	0.151112	0.2243075	1.027936	0.863411	2.501707
654	-421.5405	-434.0239	12.4834	0.149421	0.628778	0.0540814	0.167719	0.3016529	0.7645406	1.045792	0.7844057
660	-410.8435	-420.8808	10.03731	0.873557	0.0199447	0.000764835	0.105733	0.5917165	1.408981	0.6790139	3.157504
666	-414.6555	-424.4249	9.769361	0.80897	0.0697759	0.00765939	0.113595	0.4588593	1.55094	0.4935535	3.723488
672	-414.7723	-424.9934	10.22104	0.902953	0.0615494	0.00712391	0.028374	0.3988805	1.711201	0.7674737	2.584843
678	-408.6874	-421.2291	12.54172	0.901306	0.0614371	0.00893435	0.0283223	0.3309737	1.494712	0.5282699	0.3122292
684	-409.8364	-421.9858	12.14941	0.894615	0.060981	0.0162923	0.028112	0.4429525	0.9564091	1.006487	0.8595089
690	-408.5943	-420.1617	11.56735	0.899814	0.0555238	0.016387	0.0282754	0.3695055	0.9490508	0.9525133	1.613821
696	-409.4003	-421.1448	11.74446	0.851493	0.0525421	0.015507	0.0804577	0.3894629	1.693431	0.3917403	0.860057
702	-416.5741	-429.0504	12.47621	0.5103	0.406876	0.0541586	0.0286651	0.1019819	0.5060719	1.406795	0.3279834
708	-418.6097	-430.8076	12.19785	0.06078	0.831738	0.0901274	0.017355	0.11225	1.015946	1.249948	0.3632076
714	-424.5357	-436.0571	11.52131	0.700016	0.134244	0.0113482	0.154392	0.9057992	1.883716	0.6231153	0.373156
720	-415.1181	-426.7562	11.63814	0.346543	0.493866	0.102004	0.057587	0.07509112	1.500048	0.5088042	0.733
726	-415.5435	-425.8836	10.34012	0.394311	0.457984	0.116065	0.0316404	0.04237271	1.898309	0.3446841	0.9435497
732	-413.0409	-424.3083	11.26736	0.8268	0.0162704	0.0135957	0.143334	0.908271	0.3168359	1.649168	1.10737
738	-416.8355	-428.021	11.18549	0.804377	0.0724321	0.0106727	0.112518	1.029658	0.2319743	1.547591	1.302591
744	-421.1261	-428.4813	7.355173	0.797934	0.071852	0.103325	0.0268886	0.7915159	0.2508559	2.969339	4.141821
750	-420.6042	-431.4991	10.8949	0.756226	0.101152	0.0158818	0.126741	0.04886677	1.581601	1.007744	0.6424074
756	-417.0901	-427.6868	10.59666	0.46453	0.256124	0.0693916	0.209955	0.0309977	0.8895016	1.205596	0.7923517
762	-415.4438	-426.863	11.41916	0.956938	0.0360246	0.00064908	0.00638815	0.2854075	1.971292	0.3289326	0.9201005
768	-412.2277	-424.0098	11.7821	0.810198	0.158435	0.00327217	0.0280949	0.3716827	1.971292	0.2432651	0.3861636
774	-418.2503	-429.0976	10.84731	0.816687	0.1334	0.00404102	0.0458716	0.4617199	1.971292	0.1688565	1.01662
780	-414.3533	-424.6981	10.3448	0.89518	0.0645664	0.00294478	0.0373087	0.2748341	2.024457	0.2533368	1.955303
786	-411.1722	-423.3089	12.13667	0.828359	0.00304057	0.00272496	0.165876	0.2395276	1.628016	0.5484689	0.636461
792	-408.5143	-421.0961	12.58174	0.864399	0.00281014	0.00309886	0.129692	0.3825964	1.073718	0.8225548	0.5441431
798	-414.4202	-425.0671	10.64686	0.87644	0.00348251	0.0614038	0.0586737	0.5720939	1.460552	0.8225548	2.034189
804	-403.0808	-414.9501	11.86934	0.923238	0.0063032	0.00865259	0.0618065	0.3586893	0.8675269	1.570207	0.6283361
